,MGH258,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
PDAP1,0.007849145883534494,-0.008360156023622292,-0.015772284161536514,0.012856878680321319,0.018440981096170678,-0.06947277351209022,-0.17276837758071342,-0.052698315429471364,-0.0434487478706361,0.07495118170150862,0.10494321333617602,-0.12900722773021456,-0.01396935151593832,0.07235659290083526,-0.03188823051678197,-0.0021377586076359134,-0.07125846166207138,0.04706475535759891,0.0637463758058869,-0.011415242845683606,-0.034281075469222766
QDPR,0.14434052571144437,0.06808455539376486,-0.002482369264862282,-0.031820079072934576,0.10062060950645456,0.08999398458871262,0.04906838869950604,0.07508645961011717,0.05349155092001245,0.11425599199519905,0.10304842047731592,0.08624897734205997,0.02234321905671279,-0.07174976132897973,0.1197635853993252,0.02093728392780301,0.08915332015379154,0.0177170550497594,0.009432937626558554,0.1615486479461024,0.09679119126834482
POMC,-0.008785671493394097,-0.0031490380985440027,-0.011476146323215248,-0.03426416314139839,-0.033006138314310506,0.052102668359447386,0.046704533791885786,-0.036681728061813905,-0.0005581623928310385,0.03834478889586259,0.08854207428515373,0.058434587336258385,0.0188854102426401,0.018923452291540615,0.05244464548502679,0.09580101355252278,0.004635536347200318,-0.021464226931095422,,0.04587773500779648,-0.016279994093650222
CCL18,,0.01902530254519449,,,,,,,,0.11278667676928032,0.08715743589221735,,,,-0.0474547103045545,-0.010581253569865615,,-0.04518537604740721,,,
CCL17,,,,-0.007855965048917793,,,,-0.031587586841240765,0.05513755467641528,,,-0.03540029157492694,,,,0.05428098102030515,0.07932759504122498,,,,
VEGFD,,0.015136796822935747,-0.007013936639475414,0.07735174717346444,-0.015693187569977916,,-0.035475504597899526,-0.014552901380969058,0.1351758806801603,-0.0066799621667106325,0.057229103603928536,-0.008985813748927514,,-0.05006943851040222,,-0.01471619734147584,0.011319157271894798,,,,
TNFSF13,,0.04916813807629512,,-0.01471041696663687,,0.027331161214984447,,,,,,,,,,-0.023091235098206802,-0.07800414071867003,-0.01473399987647478,,0.008234053407339686,
WNT5A,-0.018360171347689202,-1.8648127868053143e-05,-0.02981118341528298,0.09347160281667316,0.006860880315497405,-0.07805621825255184,-0.21449274846283534,-0.0462067324289467,-0.005234672785333018,-0.04511467938084306,0.06283087554900428,0.04758265834096101,0.0006002774251143412,-0.03635690673609725,-0.03456849303848006,-0.01390262807774777,-0.0741981432515493,0.01926464467061972,0.07658978021693753,0.017758411579760606,0.03235336655297708
CXCL8,,0.026641084963044046,-0.013397633357513965,-0.04075799429609045,-0.04315008454106603,0.009597699287573232,-0.03692885991793927,-0.03997246677466135,0.00012194767382327433,0.04729694605613996,0.015514449702022103,-0.04744372094519174,,0.04683764217210573,-0.012222169696407156,-0.024763540036600713,-0.05408635588185835,-0.06141594162029304,0.021947053382117797,-0.08409186262431861,-0.01899212043527219
GRN,0.09362418891865591,-0.02871086634436238,0.01835725379652421,-0.030305019157677304,-0.042221266169171594,-0.06500103149028015,-0.24094549297938705,0.029251087007732927,-0.032195329157243754,0.06367537528271694,0.061132255734800085,0.06686370281376454,-0.012177718245562914,0.14002260998052826,-0.10228909115672208,0.061760036835055515,-0.04526518514326993,-0.016753808265508124,0.16278495419259095,0.037548718266995955,0.11704914073120404
MIA,0.10562346388612195,0.020487785899685307,-0.03111258178402324,0.030273168362356342,-0.04761855354628993,-0.0176651226236277,-0.06542521252284594,-0.06939058966561262,-0.020184496697488626,,-0.015951371355503924,-0.01150038077112297,0.09234977645926964,0.028175156952405835,-0.00475937252958233,0.03650638220410785,0.028603106877972153,-0.06148549583899823,,-0.0644377312168148,
COL4A4,-0.030046108388281857,-0.02539352676517323,-0.03950836365507743,0.057134490153820446,0.005997521735947051,-0.030892034615788263,0.0011344248183407732,0.0032881551936178467,0.06175119881141591,,,0.028065410058065968,,-0.03920535643275425,-0.04869312423939578,0.0447545040143592,0.0013641264393749876,-0.0264433433594912,,-0.06804678763852455,
TAC1,-0.025943808985444208,0.050004177847411735,-0.029683426751139896,-0.0014722360583287414,0.08786345879147413,0.16539669022969292,0.3454340790866908,0.1140482725961438,0.031141384569961537,-0.04425137805742166,,0.1582322791061912,,,,,,0.09892352697168803,-0.051526988950109216,0.19719402485983012,-0.012268860994964745
RARRES2,-0.0990966268101267,0.016227629745551305,-0.029538889311327227,-0.04943712621540524,-0.055678409078691454,-0.07794425610468102,-0.2852578807612912,0.11386995404564786,0.044973528691109536,0.05006111424055058,-0.016075806759641646,-0.07789361655456549,-0.03620353987953946,-0.10878483885493001,-0.06741453363344921,0.05260993917966538,0.020104635614545417,-0.0374125518615988,0.002835993786473601,-0.07677992608155228,0.01809924238584283
FGF7,0.04420721018149524,,-0.02134772423349028,-0.037802877647473324,-0.030047890178575076,-0.013362951462600338,-0.09857288248075638,0.007129854027609838,-0.0006296572820506251,-0.002675058664182493,0.0321879566091031,0.02706790279519847,-0.029092502884945443,-0.058507834950551216,-0.00727662412575013,0.013096719887404743,0.02984397067572962,-0.034396532752102124,0.06675879777393777,0.03435191299985468,0.024158265865478125
EFNA2,,,,,,,,,,,,,,,,-0.013986760719862344,,,,,
HBEGF,-0.018308383236633658,-0.047317356164637316,0.0886837126022886,-0.04138574445835879,-0.051354645081788386,-0.05487031852565689,-0.09194884423253517,-0.0986661344466321,0.01285754143089361,0.10411533626438217,0.13115794372303918,0.020233317457317542,0.0076190178782805556,0.06320472982246643,0.03228728064693892,-0.01079009668919315,0.0029973169645014248,0.04281326534682328,-0.010561812060193597,-0.08477487652062651,0.14373562819978752
CSF3,,,,-0.025419111735016438,-0.019449306036075552,,-0.0031113472986084756,,,,0.06919259050053045,,,,,0.012904984154727387,,-0.018810741060737983,-0.0590999249636909,-0.06318394948504559,
PI3,,-0.03823880496637636,,-0.016119764971346793,-0.009079039310748544,,-0.058324786230244764,,,,,,,,,-0.00018042534083426227,-0.02798465778240202,-0.009017119144310094,,-0.07958739298317792,
PCSK1N,-0.02675590899970786,0.03982731024070125,0.0673386160993568,0.03518307358833856,0.015676392172731833,0.03693016921124625,0.1560082527220607,-0.047147701154701696,0.07161681493736652,-0.04922693356451812,0.0808721090623944,0.13973889631208986,0.03857103467854809,-0.04619087892342695,-0.0632608083370737,-0.028303866184083027,0.0023088626194456975,0.039965000204742925,-0.06530901045519165,0.23169374380865684,0.059867943015988086
NTS,,,,,0.032325763677677026,-0.011302784956724727,-0.07034671509415959,0.006167243231372749,-0.014533017375148843,0.04251889967619833,,,,,,-0.0170402137615498,,0.031017412794865994,,,
SFRP1,0.040938640473875854,-0.03604769081483266,-0.002979901588374082,-0.018608036929527273,-0.017903209320901402,0.012382583034158937,-0.06375148342413904,-0.002099137898386999,0.022233746198725667,0.18638134250017208,0.03647200629669724,0.0569864597299549,0.03272552853313769,-0.003571767523502292,0.03779176200735743,-0.05647216541114265,0.06293923200248287,-0.013401693162664657,0.07823564050651971,-0.07955303852765101,0.15985250406288187
CXCL13,,,-0.0038378502035451554,,-0.01774230907144049,,,,,,0.07649709189743907,,,,,-0.03593597549593985,,-0.03068423310757851,,-0.060997332470019885,
MICA,-0.020280507674727097,-0.019253386001295655,0.03172567709500546,-0.02018878723102352,0.018156216831915466,-0.058547952313107825,-0.08567786421705309,-0.00751193183197846,-0.006989118055957766,0.0482900784794268,-0.03645716944096706,-0.030502890720475153,0.03257351944562331,-0.022247611075707597,-0.007096017895950569,0.03841194311355116,0.061476492173111276,-0.03919377055419367,0.10806418892858337,-0.04531326173159258,0.023713552524661057
TG,0.09625335681102973,0.018585916203385983,0.007899743902359042,-0.02008101999721489,0.002556323625273274,-0.01494355974081294,-0.0009365760780178207,0.006012708344051795,0.01920372325867742,,0.051755435438537105,-0.03352590892396344,-0.02467341407696131,0.0070915811632689596,-0.05724113863939968,-0.020986886022616766,,-0.015481528949760133,,0.037675301289163035,
ADA,-0.05824240531401951,-0.040086546200266374,-0.018308187566218416,-0.006801489363176321,-0.013240936431328176,-0.05308438824885879,-0.1716663875676476,-0.04967535024792557,-0.04209780979033112,0.03819167765282796,0.10540579714727001,-0.053871180559349204,-0.05314007420997399,-0.007533417422742084,0.061580631321761,-0.032036984118447194,0.07401839129965858,-0.012616805986066643,0.07524411463732074,0.08282974155970149,0.034957959020758274
LAMC3,-0.06936029722576112,-0.06714168367551292,-0.05365374716849911,-0.010886233790665403,-0.03420021290867072,-0.004735382538394087,-0.09689512930745675,-0.06650186536317845,-0.0038732208464378943,-0.015866637544025904,0.07861882259177692,-0.04363126626499854,-0.01434468304649031,0.07630929381299827,-0.04167838837601938,0.013311610678668644,0.023325690502439936,-0.07139876543004825,0.1584986525726656,0.0015049355092961955,-0.07458619743564744
CCL7,,-0.0010425825961896493,,-0.01451854537395222,0.039824415210483764,,,,,,,,,,,,,,,-0.052507817989170695,
NGF,,-0.008222730596242378,,0.0750182668489546,-0.009874304802667754,0.02026152790065032,,,,0.016959578895137994,0.05572322103065558,,,-0.044560624935565805,-0.002933736869220469,-0.013798755124664214,,-0.032293931711349685,,0.10193600564541001,
TNFSF15,,,,-0.016167110366853865,-0.017416368713852763,-0.036133180149340687,,,,,0.06056075741368217,,-0.040099398639483246,-0.0023111010872953214,0.06780950270659952,,,-0.011681147258140463,,-0.00466623588338332,
HMGB1,-0.018209162650917963,-0.04680340879332341,0.002685033125431576,0.053426501310318245,0.03232269798411056,0.006903279198731332,-0.23521556983688577,0.06515623867614864,0.014861077919664359,0.10184158480108378,0.1542164976465849,-0.041850403911441576,0.05636757693951853,-0.00420365998199163,0.02017371698732574,0.02700871386404786,0.028989938338424417,-0.0057552128158206515,-0.0034150027409680494,0.04408702149087309,0.0743939941323188
ITGB3BP,-0.06585640420266212,-0.03599535456539255,-0.003599651988906276,-0.058520749115212704,0.020369119906537413,-0.011389260953979435,-0.14511750990231062,-0.08222217528773519,0.019851025818834574,0.046963038043036295,0.09793582462256327,-0.05155888093659036,0.03346678050459907,0.03643735696484267,-0.000575335566907584,0.03171226257700342,-0.014705089684452204,0.020451678636222027,0.04893148019336783,0.02020985562345027,0.07669051536852543
AANAT,,-0.022461410921960478,,-0.014710418536651674,0.00727572719999452,,-0.016865959420815698,0.01840175191307491,0.06052548701303528,-0.02346307814000095,,0.01286271760017358,,,0.003566369080603555,0.023569056546595323,0.03218652866540873,,,-0.04664526563903313,
RELN,-0.024909014827544176,-0.05586078906316787,-0.051232694539174235,-0.025533992254335555,0.005904406702716608,-0.003273288285551687,0.1267282756980357,0.06777637773323654,-0.0032602979626387514,0.05200585131628619,,0.08239925844846463,,-0.018944889192862663,,,0.062002442846994625,-0.014109559974712017,-0.032307372449364394,0.03493716167073699,0.0011155101488418658
IL15,-0.007088388131743694,0.059068712745072256,-0.04231341232644589,-0.03904390905615938,0.06856991166553546,-0.013843380794226593,-0.06072856739674191,-0.053538904477999166,-0.01542503030012715,0.03376656015189148,0.053489519216455166,0.015246332888204898,0.0663629725394093,0.07573956837359622,0.10751176167120309,-0.021460527537835398,-0.009458630555379063,-0.028493913279866633,-0.06250715217355084,0.0012065601060465133,
UTS2,,,,,,,-0.1316979334753167,,,,,,0.07585976506638839,,,,,,,,
BSG,-0.11195138894205305,-0.009341794531428822,0.0011029851665952208,-0.02431591205860367,-0.0026924031628671164,0.0704887929580568,0.1535635385163716,-0.04901669842441251,0.09073807988572474,-0.08051713806829812,-0.01813823194831677,-0.0875018611480389,-0.022770065367234832,-0.05120239821943194,-0.10342873566911315,0.04855837439729733,0.017179735020537636,-0.048646685085473214,0.1057443275262763,-0.06241860267480441,0.07323509460871348
ADAMTS3,-0.005353446978194923,0.022696656187599827,0.009280534274999504,-0.017439445912797738,0.03137088456317056,0.026737235078708323,-0.18922022945791625,-0.04945536825643713,-0.016596187962809775,0.009726896845938157,0.016715554498570425,-0.006064865273957008,0.08015525184348783,,-0.02149234986446253,-0.025178962549463182,-0.08005053984886519,-0.026750317102935385,0.08986762723183411,-0.03594297225394471,
CD34,-0.0595521900319228,-0.06455971229718387,-0.024903470729837646,0.00792791466586025,0.029692483599679513,-0.0023256504644124988,-0.1393523469798655,0.057419977399575266,-0.0005339328767538373,0.000361293209861272,0.09956596076272219,0.01343092458518265,-0.024500745242871734,0.0413465715708447,0.00577084048327365,0.02533697182881808,0.017718911967045163,-0.024560049798041255,0.023728929517626316,-0.04897200037783909,-0.04442949246507793
CCL23,,,,,,,-0.01957342329060621,,,,,,0.2346760172481273,,,,,,,,
PLAT,-0.023732871284668163,-0.06721718216210795,0.020556484802420987,-0.03889836420954268,0.07426991563119174,-0.0560019274792814,-0.17828571833262866,-0.13693025456006944,-0.005292922451689348,-0.02576126228116485,0.10188664247391849,-0.06906828905915943,-0.031507286888665394,0.014723359407829062,-0.037297014370682696,0.014214596501743124,0.020492453754525564,0.004338548539900023,0.02938960137901794,-0.003180628921404025,0.020510029880394704
NTF3,,,,,,,,,-0.006154486132092297,,0.023126091184710273,,,,,0.0214536925392963,,-0.012488505612513707,,,
LTA,,,0.0575920010045798,-0.01860803605901406,,,,-0.034404508643337266,,,,0.05577805645269902,,,,,,,,,
CKLF,-0.003210442747332792,-0.0889914476356995,0.05767022419902878,0.043512060978686116,0.030641132177817797,-0.09742728643021305,-0.2571547817852282,0.02081439896902161,-0.03245722654816378,0.13186230971432228,0.12258100328559676,-0.07989765235512901,-0.00037102414577930173,0.12146775732692573,-0.017821477678191443,0.001745126506005329,0.01902468777054409,0.00276165563449719,0.07580573260939656,-0.09825174473711115,0.1019207766580226
APELA,,,,,,,,,,,-0.01565425957953828,,,,,,,,,,
CD24,0.04826217474763921,-0.014994001631145693,0.02957695312871069,-0.006833195992398962,0.11996966105380202,0.02493857970693092,-0.0297647501658115,0.03251260575498886,-0.0924191874487472,-0.012567426349664098,0.1214088914822076,0.012836223320867228,0.07716760773894223,-0.030724919675207272,-0.053371158783870436,0.0217278072151709,-0.03164421329862097,-0.030646723689163387,0.05339745235441865,0.041891437525733335,-0.0028559768317973663
HSP90AA1,0.08334359740615135,0.026352846922264177,-0.01890570484577312,0.04890117513742366,0.03440197739881819,0.0976175138370054,0.32112992370020926,0.043596369270205236,-0.022170575059120297,-0.12291428281548444,-0.01423155905877486,0.2046902921457746,-0.003007846547501682,0.024493545364532396,-0.0420556110499093,-0.004289411231691736,0.05748311530233558,0.0056442185368390935,-0.051639999003516346,0.11356194887582559,0.14262899682457222
BMP4,-0.030921800518552908,-0.0081478905081632,-0.025892214790156992,0.0010572563845049133,-0.030455169880279673,-0.026993447166344955,0.05445449515179342,0.018737187916107644,-0.013636918885175162,-0.00799477120364608,0.02874568197854288,0.045415702230864906,0.08472950415585347,-0.022329946318411613,-0.022256861596424243,0.027982962777922726,0.06970881734685719,0.0038929079668526376,,-0.017234556755211607,
SCGB3A1,,-0.027568685289251084,,,-0.0186886517459884,0.07366531166097576,,,-0.025203706979408998,-0.011656909537405837,-0.004750555452083053,0.08496447923659071,-0.030913012799279296,0.09281134312152257,,-0.026774254314011075,,-0.02425805693892348,,-0.009871744730917892,
IGFBP4,-0.0066663473626918344,-0.08007391132128637,-0.00574998231822519,0.028831012206716904,-0.05803607925508713,-0.045677690828953635,-0.11312157624841243,-0.03753402151508145,-0.03195640554178172,0.09338934737422142,0.11113738837342507,-0.035453583746605524,0.010893809468400694,0.06643854043867464,-0.01991549784551165,-0.000680353014235738,0.022317207307834593,-0.08585757798047551,0.1606187643632816,0.03800552327713424,0.034448625785433465
RSPO4,,,0.08525351466305323,-0.028482859323723186,-0.02156974205170096,,,-0.03246969395124024,-0.025203703292796704,,,-0.03849972401223153,,-0.029018814383990357,,,,-0.016336768982209055,,-0.0406822577083847,
LEFTY2,0.0020594461221076347,-0.057098856217687476,-0.02472524640378301,-0.018914502819077507,-0.021576791329283893,-0.02124985563219829,-0.1585422936952845,-0.05781727730237579,-0.02763616890861558,-0.003295621682368457,-0.05231876724604055,-0.05436833638076924,0.13713704613324557,,-0.06316232860294609,-0.016082261866341204,-0.035875521769025996,0.012396962447630644,-0.014768801864216105,0.041802004507355314,
PF4,,0.00815330884979777,-0.008010359613722968,0.03277276209752639,,,,,,,,,,,,-0.012819834548309452,,,,-0.03681461436211552,
ANGPTL2,0.03035944285849918,0.008904521549068348,-0.011779813326591582,-0.034453668042697026,-5.51696726618171e-05,-0.08325137924366423,-0.18916982489584186,-0.0044704703062725115,-0.05586747151668614,0.1355699427802232,-0.09438112182753913,-0.07639785192356592,-0.022085226714716005,0.028904808481007915,-0.09019687111985832,0.023420553906573646,0.07358016311730518,-0.0073587484947435855,0.04692463946173378,0.023114734442394785,0.04635798663199595
LRIG2,-0.06988234977530239,-0.02705932964922996,0.011205587194691318,0.08503420643998057,0.02919787201493764,-0.008830214343882184,-0.07898161003831333,-0.04347522154809482,-0.0385521072976704,0.0020045080211463185,0.06862417163057734,-0.028737829787853192,0.0380682107928171,-0.006379755388482886,-0.03300846842407177,0.02529574727343931,0.0105395765965467,-0.03333593483581272,0.06707044518951427,0.0017774085477703866,0.23215132972302002
ICOSLG,0.08043521820034881,-0.05536911306636004,-0.01740007456813262,0.0508670985213684,-0.05348490087710678,-0.055849739822073974,-0.07836053760023469,-0.041150645863581886,-0.0026478497519311613,-0.007710807940723341,0.016642917954824824,-0.04368308911734068,0.005223925378846662,-0.031200914032294257,-0.03692546599389722,0.03823677640224359,0.0036414156935043146,0.022638498109318478,0.04933383946087891,-0.03703386710551886,0.06087533433483788
WIF1,,0.036825552164524086,,,0.019525710166623564,0.08825948198436075,0.2537135417686973,0.0640210696473543,0.047573902362859084,0.003935178902668935,,0.14628468553873492,,,,,,-0.01518660917954607,-0.04573493240577834,0.04524726296644417,0.006971647108429264
NPPC,-0.030448354994116033,0.004698052422161981,,0.15753941274744698,0.11843756228472037,0.039729547093366006,0.06931604083228765,0.07965376495869855,-0.03502697969550357,-0.040300279670405025,,-0.12013742722326318,0.015000679125871285,0.0689133357141855,-0.005306733549744431,0.047756869006701806,-0.024084251649423093,0.021171987039730028,0.017202892774771574,0.06536305422353324,0.10319594998684453
LYZ,0.07984084866998672,-0.018871249498718334,0.05630391884191674,0.009880777110129656,-0.034838279472179004,-0.016495510777411147,-0.1910807513708089,0.0360535123583376,-0.05546910378744381,0.11561918867842343,0.07915332193297656,-0.03588951613559101,0.06136388175937744,-0.012933647245606682,-0.06980554113311588,0.038666036160269805,0.006629925255056455,0.038517658485029214,0.05615164867849029,-0.007904993609382495,-0.04922808709172316
EREG,,,,,-0.006148416030982754,,,,,0.011404935382032038,-0.0007558392802878193,,,,,0.0408285295002472,,-0.020347721206417833,,-0.009801270644514862,
SPTAN1,-0.06925940617731675,-0.006871815438151606,0.04799070843323726,0.0366844428189282,0.027378120177094817,0.08799557383228089,0.19438749087062357,0.05855220130195047,-0.03149143277651633,-0.10688614805602858,0.12397659931653782,0.05007156577240876,0.030853812581076133,-0.11556770969467602,-0.03049315142499657,0.015499749052865127,0.060638961684267786,0.007106103425686283,0.10236657220996147,0.2229199147957221,0.031148691889832304
PTH2,,,,,,,,,,,,,,,,,,-0.025980905144650363,,,
LIPC,-0.03846800434126394,0.03651072172218392,-0.023958118758564392,0.02962036975211398,-0.02088306048248698,-0.0019306233395646097,-0.04348557682868982,0.047794775953677655,,0.00811506346097041,0.022932677171047796,-0.03452401543722116,-0.01373937513641855,0.1603076876307596,0.06916692965821672,,-0.04905668820912733,,,0.029007993142956805,
COL8A1,0.1546286244195436,-0.028968386123650516,-0.04795319757366434,-0.050151845457874836,-0.03925531939999145,-0.06888594586289988,-0.09500003231137519,-0.044221927983480236,-0.0020187874129498308,0.07246327904384127,-0.08050957565300447,-0.06060459412998543,0.006629205344308594,0.09161172355254614,0.004186542416091619,0.062335092553727316,-0.03992802017317695,-0.011821078790108113,0.10078696409780334,-0.12906931909761815,
GSTM2,-0.0249060183588252,-0.03254033447636307,-0.014114586369296403,-0.006811167225508082,0.019555775472978338,0.02020143450017364,-0.0946713420580054,-0.06348407601352979,-0.011165460000240157,0.010143444684856957,0.08673407679261914,0.02885167354430661,0.008350027236032963,-0.03853448863619013,-0.025595860450606335,0.08041512885168257,-0.0032211202346797423,0.05026058377697275,-0.04739203850915537,-0.09590642641657617,
SPX,0.05972453994375509,-0.011364692291534962,0.006845205346465516,0.054554518844627406,-0.011541463206303414,0.11038741977706437,0.08299703257230989,0.09495916919578364,0.0014051403234168274,-0.02559322120080387,,0.10115409224050846,-0.04431963486443642,,0.10393984585596933,-0.015917463204864892,-0.04148366057662052,0.08031149725521476,0.04096261296858558,0.12439857612632334,0.09398340646954816
MFGE8,-0.016393606641619797,-0.06408546690774071,0.026315701764949836,-0.00594812974334167,0.02023954504522076,0.021199457366693413,-0.03012318626856147,-0.042408654082751844,-0.022272613179527518,0.023337050431482504,0.0010732991969749743,-0.03023326917319349,-0.020019856703071465,0.012582618406104602,-0.06461016531276914,0.04303101046908145,0.006799332699730132,-0.07311062151239228,0.08743347294764356,-0.04788838114019115,0.016078430051945022
TGFA,0.11108652019819153,0.04535715587869417,0.045522978352008255,0.026259795917925294,0.0016318159274804301,-0.05283718842612293,-0.1821988708070232,-0.12074370736671859,-0.02157025943808974,-0.02007609278187788,0.052417959284045884,-0.007810040716540282,-0.05029270770598264,-0.048236254036997335,-0.009701696436355082,0.03757471750176306,0.07299735772970961,0.013505218990889866,0.0429598000167319,-0.025048738304859597,0.14645418254726486
SLIT2,0.01331087542397715,-0.011992281812399135,0.008990103260071618,-0.020672384119182895,-0.0024331002082006547,0.08625254193675069,0.12471458556009855,0.022598815398830574,-0.049588683080715096,-0.001373800767684813,0.05674453043391029,0.1773741633771946,0.12672652693745412,0.05165070054206067,-0.01451123826848127,0.04026808123716704,0.06619605361259205,0.047844596779971264,0.05273761142906562,0.00977563442071228,0.0026091202073548004
PLTP,-0.07649242009667574,0.04863871414149013,0.019856778099402186,0.022550067642982695,-0.03334650893441731,-0.10508017664621348,-0.30218902334273506,-0.013590664291296508,-0.06995469508733257,0.092265342075734,0.12081425022235485,0.02900706832647581,-0.013255463803529913,-0.017914885116767452,-0.08655406458678015,0.07342531195523702,-0.04360105898128743,-0.06556429044151771,0.05229189350364805,-0.04879637393901869,-0.001004042407787648
APOD,0.16237386832612563,-0.05140715282653647,0.05213936021368254,0.02710735764519106,0.054124647081767834,-0.021092037083238892,-0.27930736896820035,-0.006983497575960555,-0.01767795858943801,0.09582378309354442,0.14145989458350064,0.12031666308565579,0.03244799549100045,-0.025379253346759653,0.08714870913018916,1.4413084099571878e-05,0.12870209475802877,-0.00447094767548181,0.039543423406394794,0.0559030152178713,-0.016551702902846636
B2M,0.03972771390700873,-0.044914348429052835,0.02427920926409691,0.02205376746068037,-0.028103540368070508,-0.10872324282370462,-0.3376907577051033,0.03411228298634589,-0.07862189019294624,0.15026467341434407,0.12600484190968086,-0.09954946896111087,0.15537905600265609,0.04417191989373327,-0.007364257106702039,0.029818560397185674,0.021210256867878904,-0.04885681680509628,0.09259176599155064,-0.028383734040840082,-0.022215531222801316
OMG,0.12638086699386955,-0.00028259493610799174,0.042701313388116544,0.012529011096530455,0.0247606142894364,0.05347167334198115,-0.05291497659126628,0.06507132013498627,0.007328811512791671,0.05956422733365523,0.018856107900925657,0.1614122511974131,0.12505640038321444,-0.027969997530900088,0.0696305781265971,0.040846392141962826,0.03131407135220265,0.027541576380227247,-0.06884350070936211,0.2468220258272594,0.10846950481874916
CXCL3,0.05359586557967519,-0.04305444748099745,-0.016221505273674126,-0.0368295020089958,-0.02580868578091845,,-0.03079014451495548,-0.06853743127842556,-0.026962635047968163,-0.04191896389149206,0.12466350037382672,0.023750068844195255,-0.03445433341117635,,,0.017592229960799077,-0.009547053362246757,-0.025513184554235548,0.08053733028850883,-0.054167432582904206,
CXCL10,-0.07850846370461824,-0.004016500889243386,0.026244299760066245,0.057706929876384004,-0.0260539856982601,0.02292826987927919,-0.22138354625047715,0.046232018344807245,0.0041548659051177704,0.06271450535481746,0.06481863725073347,0.04352311694816597,0.02285207456963278,-0.03320102111029576,-0.04979830235295966,-0.0171951145543021,0.0537788795363309,-0.004899017243576796,,0.0129016255521124,
