,MGH258,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
PDAP1,0.025084786075585723,0.01022993606264536,-0.011589493903566487,0.0475357016397633,0.010848145733500049,-0.02390688713762542,0.000874921378935448,-0.10389040016599753,0.004798999177607392,0.049318287635939824,0.044048789787205465,-0.01106456348244896,-0.11410593478845651,0.09984344289554402,-0.014579996497201384,0.014653709662268932,0.04206179256802463,-0.057666153697966266,0.0064806786224598425
QDPR,0.0473728711655636,-0.024214136536343626,0.03009760776250414,0.05021195085747391,-0.048071013065761954,0.03564096210013544,0.025902644109568683,0.02522481347413944,0.03949260216450536,0.1411087872591655,0.0468780683673302,-0.003831495328925995,0.052811793446542764,0.03219155166276809,0.03309015548670364,0.013384449555753382,0.0352795806998046,-0.02734556031159696,0.05160758266477273
POMC,0.008582742893790176,0.030129497285879055,-0.036394216177289794,,-0.02301416955642136,-0.014993799576321791,-0.04213477486875783,0.03817717284108706,0.004269901728651733,0.01068268028706521,0.026105406818107434,-0.010257906569855963,0.015349827304037967,-0.07453034120745058,0.08487746670037542,-0.016800642157370472,0.016811571863505594,-0.013666371821525553,-0.0332750572148187
CCL18,,-0.021629326771535142,,,,,,,,0.13612264251816542,,,0.04022355620657989,-0.022189606279510308,,-0.008227493290639957,,,
CCL17,,,,,-0.014324222658574253,,,,-0.02287589090072266,,-0.017607487568865505,,,,0.09436320995986468,,-0.015102010841458336,,
VEGFD,,0.04294936036184433,0.04726476629986422,,-0.015958765861555875,-0.020557415090979286,,-0.03418548709441228,-0.002181976859604148,-0.040527266912465956,0.10349785372042929,,-0.03887929037908421,,0.17784590751176046,,,,
TNFSF13,,0.02578727306818213,,,-0.009880528204315035,,-0.018599315239735948,,,,,,,,-0.021400172571728025,-0.02030233624660455,-0.007929000837899176,-0.027941966156297845,
WNT5A,-0.04399863056154828,-0.01398551113879754,0.01941393720653065,0.06800556993015149,-0.06617889106784962,-0.04079323687014432,0.026922143882917193,-0.13861533066503165,-0.030323427535541184,-0.0056370781183277974,-0.010494553535999157,0.1558701560814472,-0.01943396007511224,0.05136534862988216,0.07637622704509753,-0.04961591861835844,0.03581390779260535,-0.029949323484675727,0.09790729594225171
CXCL8,,0.03982625197308636,0.020480557075703756,-0.03404405780301722,0.01177989838284439,0.014150335183684646,0.028999414401649264,-0.05592327762112267,0.007624642250721486,0.061376158691329036,0.009190076163645011,,0.002929248564030294,-0.03906829545843451,0.001206158509232647,-0.018108788558561215,0.008158209480008146,0.04312920501390978,-0.08640191543919798
GRN,0.05066281944260299,-0.012450990747260443,0.02980711048495141,0.08910059689499408,0.037908871033067254,0.028122251047286852,0.039980267718441626,-0.19427824165100316,-0.023673588449157828,0.17325190925201844,0.0048320277626827885,0.07473142598895843,-0.008453047389514797,0.08243207962826993,-0.04658372528701106,-0.0023569637568309045,-0.10188730616843732,0.0795726974019246,-0.008764461817833047
MIA,-0.022231985667206418,0.00019639497618126778,-0.026090398519232668,0.07637440073031393,0.012751710287918935,-0.0035709150866826307,-0.03363114903993353,-0.09004480764024052,0.0653638947079882,,0.00042069740044007394,0.1613597446696909,0.10368248135702564,0.12318915071310088,-0.0182965280072414,-0.045855327299099524,0.048261268612191696,0.06004355209096054,
COL4A4,-0.019670775402892315,-0.012629413433465632,-0.014070476028422757,-0.011071715209920154,-0.03452331106090591,-0.05359217849127717,0.06985591029708459,-0.013423466299370333,-0.023883137850028244,,-0.025069639328614546,,,0.1546858480710482,-0.023582393340936897,-0.014614838153511457,-0.044349858324074065,-0.014390807007591813,
TAC1,-0.0169850562027276,-0.028810490009696845,0.029379454750666646,0.10338771515423513,-0.04426476119211821,0.013865726718735285,0.09455860840932635,0.2082464060634371,-0.04008756746336672,-0.11681832071411506,-0.044428647520943665,,,,,0.06316915078305976,0.06536188155689135,0.0508877268104095,-0.010910402388335983
RARRES2,-0.08524860659146331,-0.022517135627527225,-0.05488450979404047,0.02043373174152943,0.020528397781394654,0.017702478207791625,-0.024124393699911276,-0.19611295782643084,-0.002968767856233406,0.06579392874347216,0.03355111263897906,0.032624509020788686,0.09186704917708198,0.007053032235547426,0.09524282403742369,-0.009414957475621509,0.0683182702404386,0.023999813249734873,-0.0687406105763921
FGF7,-0.03331787364511533,,0.007368488952562355,0.07335323800157285,-0.0007296453735793958,0.009096393184347105,-0.03432839776509316,-0.052407675931533615,-0.024942664253649986,-0.02409093411048399,0.07743465031164593,-0.03105156517072858,-0.02389218539651179,-0.02039881446288242,0.11687660264160153,0.007728252555190259,0.0580938313421901,0.04034230290644588,0.026173923739492937
HBEGF,-0.021039371415931978,0.027342186482426308,0.08454709272966832,0.024803034003687368,-0.014198219672242786,0.047698419090507024,-0.007091335963609271,-0.07770716795822655,0.033983880785184675,0.15068277325204496,0.018426157355865717,0.06477116527611036,0.05439933648277768,-0.0791238453351278,0.012389943255547747,0.01841977645284895,0.06973611767034575,0.0037789431164730203,0.0012949616325587951
CSF3,,,,-0.03624411474154322,-0.01707322443653918,0.017218159803993306,,0.00547208355956216,,,,,,,,0.04760513721824887,-0.015900087655904557,-0.03284973261586248,
PI3,,0.006752912063111801,,-0.017844283993184464,0.024955215296426844,0.0065831538879120915,,-0.03277415272913146,,,,,0.08140268115259489,,0.008334510865296326,-0.040854479446221025,0.003497222621292102,0.00547363035277341,
PCSK1N,-0.12751931125435279,0.04814731268570589,-0.053521692894695064,0.018562817367391096,0.028744426273671998,-0.07343806219896507,0.04254021270792783,0.11726500898031683,0.046637739522868496,-0.15610198594811212,-0.00651373907147825,0.046494390752947,0.059092309228736345,0.051537662023942804,0.011659282331725637,-0.013659368070205732,0.003237414711746972,0.06898196884885933,0.05258025396611825
NTS,,,,,,-0.05840697583691835,-0.02160331625851079,-0.029014152030033956,-0.007385989708481248,-0.0009976795546846483,,,,,,0.01711799527728509,0.10160918267480332,,
SFRP1,-0.024713685813869592,0.010773960153807669,0.036037563760060155,,-0.012498437952242753,-0.02345245055087157,-0.02230000670158956,-0.018726339048998984,-0.029438533147539758,0.10211763935665391,0.06321795059277924,0.011750742721523138,0.0894107864629358,0.10527622459787508,0.013967928042212183,0.019589465782785684,-0.022998715490105674,-0.0005071113188163697,-0.0008593475629128446
CXCL13,,,-0.00908424023199621,0.09368387996558819,,-0.023241677997388688,,,,,,,,,,0.014959862918652058,,0.05302399479923437,
MICA,-0.0004971237088771245,0.05231420045514565,0.04841222218961677,0.02266093151600214,-0.011297335797573957,-0.00999798660594243,-0.04585374735993672,-0.12405078515385837,-0.015944239862526098,0.13221704636392242,0.02381538715516783,0.04440532559847547,0.0582175190147931,0.04587636385600637,-0.01732896105890293,0.0351245980805926,-0.026267490264516708,0.06507037180987132,0.03265270688709173
TG,-0.01967077097000734,-0.0022417452572233215,-0.004768817829102042,,-0.013487794731032503,0.03853556087530156,0.02029478740464697,0.09370763740486973,0.0014999751501510816,,0.06254596889073143,0.05674805433511937,0.1213629070567023,0.04237268524990125,,0.047040706796378985,-0.03100820374956757,0.04274489099514955,
ADA,-0.04435544751020693,-0.012957872012399974,0.04372862987747208,-0.0490363730054477,-0.03321574088003898,0.012614564737281241,0.05812202618913192,-0.14076407000851363,0.005051223218152795,0.18101848025645856,0.006474333748577723,0.0319192174145035,0.07236938009455623,-0.036020166751369535,-0.019223246841288896,-0.028905549533178483,-0.06319531628846144,-0.04146097740221719,0.0692523631185094
LAMC3,-0.047214258966714884,-0.015437732394360608,0.03812193706737506,0.04518933087757824,0.012778961386907334,-0.0469221939241589,0.03888392614154029,-0.11087278809915731,-0.01884408153452356,0.02073364812055734,0.0296792665051265,0.08223537699178449,0.0032818076185020363,0.07283087820243812,-0.014389449203160319,-0.018285884373710412,-0.08831000991154425,0.09332276156734992,-0.04997067402103739
CCL7,,-0.013758079023885313,,,-0.009751654040691586,0.016804112904643908,,,,,,,,,,,-0.016661750593315778,-0.023650142485682653,
NGF,,0.037010197521657684,,,0.030025265634105992,-0.010751355090579,-0.008511714612511294,,,-0.034495120396359,,,,-0.03297515587567379,,-0.007176714035117027,-0.04988477909919492,0.016785932191286896,
TNFSF15,,,,,-0.010858943721599597,-0.006115566290956575,0.010736427635896929,,,,,-0.004360663950306612,,0.009663863126695873,,-0.016095736484939588,-0.022339645816046465,-0.03635630623538532,
HMGB1,-0.07990215595515622,-0.022507278545498995,-0.014818388018853114,0.012780358365962802,-0.023180723013529043,0.03791664026279249,0.04435135250696902,-0.13595489863552143,-0.02244330839227791,0.07078385583728826,0.06226589535422787,-0.10108296969395382,-0.11775264957584204,-0.060021023547620754,0.0012954821562888702,-0.02609377794184296,0.0156721736421471,0.027868101185024037,-0.005573887554720004
ITGB3BP,-0.04927179306320004,-0.002484874173860866,-0.018115435401608537,0.07284382387294709,-0.0624305740629537,-0.025924276434247016,-0.012568791919575849,-0.13240601569595847,0.033748092198966566,-0.014005830770868203,0.055206775167352805,0.04396532474258452,-0.04519914360191685,0.04312446620809634,-0.03303533310094904,0.015512835052761341,0.06971220618115115,-0.07916551516410773,0.01242193234473125
AANAT,,0.04699976270049641,,,-0.009880529258845005,0.07165715447009237,,0.041258941652908956,-0.007628771941773172,0.05024291981685301,-0.023618760399255933,,0.026259997639865407,-0.023111405087139908,0.019499322421449344,,0.12252770220848118,0.029393518503909,
RELN,-0.01630759064861227,-0.005345842144424378,-0.005073986181839659,0.010243443605136867,-0.017150386097818614,0.041253408709826654,-0.035545820311633905,0.16441013871311871,-0.03331251983063571,-0.060119865865277934,-0.026148006380796028,,,,0.08474658745822887,-0.000631912866050709,,0.040249253208954366,-0.05092685783466051
IL15,-0.020774058898374,-0.04350265967243501,0.03918812373587571,,-0.02417421814151135,0.031061403365474673,0.01572280390188503,-0.05465345828565612,-0.04334291204482486,-0.0398747885416674,0.041050448804835805,-0.0218342115204824,-0.040044581057648014,-0.021023239775982656,-0.005697406944142132,0.11262556832339181,0.04904260385360427,-0.06571673422746536,
UTS2,,,,,,,,-0.0358550753635057,,,,0.0005300496517781191,0.06224399908349859,,,,,,
BSG,-0.0527591832931061,0.02550444716603967,0.0298467640845189,0.016664409632121856,-0.023181277366129443,-0.06458698043125527,-0.015282925646803168,0.1651934211122726,-0.002336660690474401,-0.045181900497151574,0.08492110500713139,0.06571941752383806,0.0439579162561255,-0.021805570665504422,-0.05960919906389762,-0.03926899284280952,0.04923154542716821,0.03333924146593331,-0.012213766108977049
ADAMTS3,0.010751207772459786,0.09112310129203242,-0.00023435407880854672,,-0.03357167813393769,-0.00938531403288775,-0.022187650909078982,-0.16455295570428327,0.006368432307731724,-0.055507473070492586,-0.02720730266624239,0.02733162773091293,0.017614357139313815,-0.02767355475328262,-0.05751501487556678,-0.012999139986702796,0.0008137245269703698,-0.013780668536018881,
CD34,-0.036070813525118144,-0.0027810928740381463,-0.027900970956788118,0.004520876286601661,0.013529392592254929,0.03268545943540755,-0.014237053822277414,-0.07382096432015935,-0.008026038758901156,-0.008883667140350158,-0.036613679238011926,0.051953493053306106,-0.004133106124845557,0.04982340624577196,-0.006899167694156481,0.04460057697402463,-0.06327545151611823,-0.025174411319200153,0.041457464194764954
CCL23,,,,,,,,-0.03819469686682967,,,,0.10311154834873336,,,,,,,
PLAT,-0.04627807089210405,0.007001682015742731,0.005236408990023145,0.06307855555296255,-0.005193285460109382,0.05601969578991058,0.03644063838018941,-0.1364936719168004,0.026274379424570254,0.042230168916340315,0.024928867811708184,0.04648705970214499,0.018250261308096254,0.07803597982981596,-0.005215343106984807,-0.12699756176796143,-0.04826574274702645,0.024468963278968112,-0.018096081660452505
NTF3,,,,,,,,,,,,,,,,-0.033877303775960654,,,
LTA,,,-0.004722007391213587,,-0.01249843736754618,,,,-0.0060516594744381685,,0.04240207269893491,,,,,,-0.02372574435885704,,
CKLF,-0.023547979085503448,0.029229318803716063,0.0011723133828944999,0.052167595303639985,0.0017292832981229789,-0.0026378437802697624,-0.004881974741716921,-0.19447079302182857,-0.025775414403623405,0.14250940568276974,0.06541043394039199,0.08001262049063758,-0.034072232058735025,0.044372614066766694,-0.026231443412924414,0.008204581144850029,0.061508361345698925,-0.008378535057034214,0.029582713305816292
CD24,-0.04545315440270876,0.010039010141183568,0.008192873430956508,0.015676597924757604,-0.028402350028528353,-0.01949390127904592,-0.09615026312328302,-0.03852201321281091,0.02679072577902355,-0.0013726432470936357,0.004133899034115414,0.0949516367895925,-0.04105594506424848,-0.022085570193111536,0.019179337794707263,0.04422160007269903,0.03225299123295529,0.11180615732975505,-0.05195269176107258
HSP90AA1,0.04895633846507451,0.004692226250566646,0.004005836363730052,-0.07260306958505396,-0.020415999015284986,0.0060335924617025225,-0.015394446914620039,0.20743416241697474,0.07172461223479322,-0.1639845175308029,-0.028147418484255646,-0.029581365751070638,-0.14195036362884328,0.028815027992646246,-0.07651214916343359,-0.0142176972319861,0.04821281578776785,0.02234667488700765,0.18194820073080645
BMP4,-0.020244079039890447,0.04549281691542688,0.10040864585527105,0.0015128269954791623,-0.029160354753899293,0.020014579484593453,-0.012916999864753679,0.04340129092335158,0.012532306658738215,-0.021408861640530227,0.01778198768759706,0.11113836227393906,0.04562092494326617,-0.01173835735458581,-0.022129550362194977,-0.024874548127855924,-0.07039284602093017,0.009773931869770774,
SCGB3A1,,-0.013758077648095793,,0.02975322913463634,,-0.024481347063487553,-0.01115235995166905,,,0.01296300641198371,-0.015285236562515054,0.03161912063591705,0.013742012071238423,,,-0.02164751219241169,-0.03493523634934189,0.06523436672015714,
IGFBP4,-0.07748329867159715,-0.051315916898369805,0.04301905880713024,0.03212953638662427,0.04382282898473588,0.025759642678204527,0.04633723515978969,-0.12097890286032079,0.05696344844505116,0.11928379194414668,0.019979162774997148,0.002697029654046039,-0.05752156100638322,0.050295710342774566,-0.029025651357715468,-0.0520742204344896,-0.07560593046383812,0.06540016080344453,-0.015401760901528545
RSPO4,,,-0.033112378122348275,,-0.019131048122283417,0.07631316297044392,,,0.0012545520054841636,,-0.03038611541204873,,,,,0.0452588286543236,0.07399511168228269,-0.02529235139819282,
LEFTY2,0.07837871851324801,0.018392238549774065,-0.0046470949641737634,0.020549814257252417,-0.027926671313948093,0.009920844467911586,-0.008432730648294208,-0.13349742811479637,-0.057173228554942,0.11789635872449813,0.07673427136111163,0.11261458936674716,0.011448476019242914,-0.02953441701364494,-0.02530679143524527,-0.030613242583180152,-0.0379611400442685,0.0017944439151422432,
PF4,,-0.014271797065394845,-0.01863166125235201,,-0.008508126031463186,,,,,,,,,,,,-0.023725738868543813,-0.01981293001004107,
ANGPTL2,0.06093718887642237,-2.3753542659488134e-05,0.03360445777257474,0.04078286971587562,0.02202190144059599,-0.06972284758989675,0.03833107238069725,-0.18832356108672232,0.019233394014512177,0.19342687809576106,0.09829641786504545,0.06599810721259453,0.04581419970231099,0.032753882842157835,0.00245132786864561,-0.012856117845314104,-0.003193821776772821,0.05801334429661653,-0.052622293387655464
LRIG2,-0.06303319877378745,0.0411796439392123,-0.06068814478702163,0.024268107730491616,0.08939999442758044,0.09180992271673674,-0.011684067550868739,-0.09117410528240485,0.006127810356552262,0.007607795417797311,0.04746408607083049,0.01661992343395464,0.01885665293368296,0.02196743078627019,0.09473962432250639,-0.00990551013116632,0.06667267127601471,0.016769088258619,-0.053633279189275816
ICOSLG,0.058045553534773864,-0.03514575893804828,-0.025747571593964142,0.029511876409762192,-0.020311167196034395,-0.0322306387482035,0.005719371874381537,-0.08874079049404897,0.0036159181845140612,0.12196281190149057,-0.0060308478600039515,0.00753513614643415,-0.08666575821931694,0.03996991817371332,0.08754144407007453,0.050260438125158,0.05592168726244066,-0.045769236724386174,-0.023091380910427645
WIF1,,0.016138345625348532,,0.02818303202904657,,0.023565188634183717,0.05584630039371968,0.22939041348658096,-0.0179153408823217,-0.07806534531291225,-0.05343908802987424,,,,,-0.002410936669195673,,-0.006193929784597092,0.02699208278676474
NPPC,-0.06292529950317013,0.015429803281124069,,-0.0064389534656941185,-0.013198201633347636,0.05050423171418567,0.017010103309115166,0.008602292967612812,3.592670610682087e-05,-0.09784868128269472,0.03497371584441778,-0.024874589504562748,-0.07374268864186775,-0.0016895219494381135,0.0349441975804649,-0.020478792654899727,,0.08967552608813098,-0.07790758759627131
LYZ,0.037877856276357695,-0.0105794431046725,0.04461366959751169,-0.05155472511451199,-0.020152866615402245,0.04463021404121523,0.005733442655160751,-0.10665554508807205,-0.012848778250231566,0.16202041592144775,-0.03622689869223011,0.12040626487737484,-0.007632397383271034,-0.02617912019094845,-0.06354451783646056,0.03903117500990975,-0.032875211861685426,-0.03310318049057438,-0.07094686965510191
EREG,,,,0.004605052607088321,,0.08535425162716748,,,,-0.010572694784856855,,,,,,-0.02803761919697393,0.0327628613278423,-0.022810551681092257,
SPTAN1,-0.055234280567954465,0.01158058052406091,-0.011048385129028499,0.028959975033027986,-0.009377446410255253,0.01628045554711476,0.011969144123793457,0.12573271823664978,0.01908945845362177,-0.1668859235705569,-0.013811868048883626,-0.052210062132667365,0.15781024927776513,0.030472832545532562,-0.024667596414104,0.03214073868488413,-0.0606525605219819,0.07525926836934943,0.027308683823600653
PTH2,,,,,,,,,,,,,,,,0.030727136653825836,,,
LIPC,-0.02518447526767243,0.0021441941016580876,-0.02804164594597768,,-0.015289736141242629,-0.027355930131733906,-0.007711749188167149,-0.0037475855107759024,-0.02965968939917209,0.012366543389070693,0.06834133032438224,0.031172877168333443,-0.02989028469477968,-0.029337409258562153,0.012833416777752557,,-0.029998314067980685,-0.030897078369161966,
COL8A1,-0.00437142652371128,-0.038976827317782646,0.04320224781228299,0.04648169254950843,-0.0011108252066050093,-0.03575724089654365,0.026840527051101976,-0.08215766150629061,-0.027892851717549776,0.15668688387319235,0.07311295085764315,0.029080615407376508,0.07997535058099327,0.042370263384060844,-0.06893875412349959,0.01721730135586289,-0.05009382696873511,-0.04373522235957959,
GSTM2,-0.0054757906815133765,-0.003431175822753269,0.03544668797040981,0.04059902978542449,-0.010663952557009627,-0.008696100338950349,-0.01738549088076774,0.006863271168027119,-0.022394876655356763,0.008779043319746506,0.0010718113280777722,0.10046912285177559,0.12900595875139928,-0.06962369375162238,-0.05956101627811533,0.0018105819916803827,-0.026496067470745795,-0.012929262919230954,
IL4,,,,,,,,,,,,,-0.05082149042200342,,,,,,
SPX,0.09713324888999031,-0.02825889649297136,-0.03664754688858239,,0.0008154525860994289,0.02800132116183562,0.02370980707680867,0.07979147226750814,0.009541035976852677,0.023900798687002164,-0.03658020502570486,-0.032976040014507976,,0.03074563599001729,0.05666398610089246,0.06531430548742448,-0.002136033031610933,0.02568916426794437,0.00457515270399288
MFGE8,0.006848914877654702,-0.021945126529857396,-0.004638913084449225,-0.018328169606342957,0.03984956407473371,0.05174623891519586,-0.010170737721250411,-0.10540173084209398,-0.0074155447747876945,-0.061355641295473655,0.04231173423317687,0.014957408799758007,0.06178823159180214,0.0690633932956642,-0.04093929014895745,-0.013383668726465245,-0.036332587483754314,0.007032707643340211,-0.0663787678072204
TGFA,-0.0031920090691798203,0.004978734193696875,-0.01991182804162269,0.04381850584363256,0.0511425076655444,-0.03119247211292594,0.03420125427704853,-0.10969580793790192,0.036077743304960795,0.10695287146834977,0.028062112391322128,0.049974732887177346,-0.06435075952295906,-0.025295717416080145,0.03179717314137729,0.008613281412254963,0.05287206066310315,0.05811610645861957,-0.08579334363272527
SLIT2,-0.020244075800534216,0.007763218771348298,-0.033633610792442724,0.04596339062349679,-0.028957250329013046,-0.02765300176046145,0.08329171986322147,0.09716072298882046,0.020416644613354414,-0.1322394088356979,-0.04227841084625436,-0.029712139204987848,-0.06913277049922606,0.061072734578089406,-0.034946366659170586,-0.025116520180592797,0.04557702714789276,0.03777036958649621,0.10108851062989448
PLTP,-0.07040625179462907,-0.002502079122022942,0.03429444707152041,0.11855283859002125,-0.013587269427811771,-0.0035430083397628427,0.02022704463009778,-0.18477561898469555,-0.04622128688062104,0.2016779991140707,-0.006966079916998949,0.02874900894500833,0.023366369456674748,-0.051756112298722644,-0.04016233978559966,-0.025301091537757288,-0.0817650921798283,0.06238858805425049,-0.10502101302670236
APOD,0.10625310839742413,-0.01024354695082278,-0.03493818173811543,0.03685689303430348,0.0019546473224235886,-0.03639196867535218,-0.027188900151387186,-0.1842536649112177,0.03312554573885189,0.11922996587119829,-0.026452102153308926,-0.06828123692350636,0.04336859701429363,0.07398903396352026,0.03309803212989339,-0.1288435482074182,-0.06536828526630885,0.04436813549904466,-0.038804711280534546
B2M,-0.06785570000194484,0.005107077846200308,0.07956447941582204,0.1269852143370666,-0.009488110604638956,0.08585445802816777,0.015684266948522818,-0.22009532102688445,-0.023805095317596385,0.24512248512941645,0.04069572126786423,0.11805958176319963,0.11400346855913648,-0.011912006051544077,-0.06755098657419296,-0.019976760811364444,-0.12449989277038015,0.06345745398088432,0.0007671044675971338
OMG,0.04062422707556888,-0.002780903654813942,-0.043878306489761675,0.025633751682620783,-0.058576165049033395,-0.04849990643524035,-0.01732116826128325,-0.08043589368507352,-0.04761523358859566,-0.04357832900422474,-0.01994548851819113,0.060605437957895816,0.06941409220779128,0.07474048108251126,0.02108021925232601,0.06953484352514186,0.05716780706224589,0.04828218414502965,-0.014766380426839348
CXCL3,-0.015840934250747143,0.04731309889496506,-0.019832606720498986,0.04265706898741791,0.018125123458480552,0.015845975285048986,,-0.04407276561692875,0.015038533074479742,-0.03622484625590737,-0.01577579091346846,0.0927282024634859,0.04231567739558977,,0.05737757470509358,-0.00581323207083095,0.060119664414455695,0.02953395843944808,
CXCL10,-0.08213721279693148,-0.03351437146162496,-0.028065230117314287,,0.018725368327005235,0.00458297250659416,0.07828614578287385,-0.1808868762267657,0.013277225380462358,0.03713972841932593,-0.010967948018444997,0.05760798726113351,-0.0598720557772343,0.07912142426880789,0.014340320275377313,-0.03075897867534297,-0.05387782828929457,-0.04589178727087967,
RSPO3,,-0.01868860038284616,,0.03474718672245498,-0.009880528528785758,0.028269690598241585,0.02873833897073762,0.1372159901283652,-0.0350644612860061,-0.04346133130235423,-0.0164853974559883,,,,,-0.01208299311411421,-0.01690841880586249,0.02154374940420868,-0.027900304016070094
CORT,-0.019670775086257572,0.033838992295817626,0.007248721336553019,0.01980335916884993,-0.022157843903553572,0.01096112718548414,-0.022228122302103578,0.23762395008485168,-0.03135096716298938,-0.03624331485862338,0.012270682248518273,,,,,0.09144689310673501,,,-0.029793005706909254
NCAN,0.025514975620377193,-0.041260891986068284,0.009537028894412084,0.05813470651439122,0.028543134045204598,0.011743201531568836,0.013900370835075601,-0.07939837087288461,0.07635398138775995,-0.13227977933034954,0.0866024888401045,-0.08193193925145836,0.03735396982284988,-0.043933349979502906,-0.04214706586637936,0.030709745063112973,0.03776654356805139,-0.014805960751166464,-0.025973875115684775
PRG4,,-0.020690507786240604,,-0.040525603700516305,-0.009751655560342111,-0.0012836486703080442,,-0.03846719592147023,0.026246285997048945,,0.052347805266819904,,,,,-0.05367977436077786,0.004191206327790835,-0.008667974324822122,
ZG16B,,0.01644959623023869,0.09664524912880225,,-0.011317988902727089,,,0.0680711954846998,-0.01586101510212435,,,,,-0.02569214495865429,,,-0.021082978568887488,0.013422317347821618,
TGM2,0.0015192769341050602,0.0020016713508887608,0.020173546468661572,0.0008337974979007207,-0.011058777068254526,2.8239692047497252e-05,0.02326316848222801,-0.003704084734328413,-0.028252222198684118,0.0052445563045004,0.020028718263481834,0.10587527185216294,-0.10929337002713416,-0.005575976562004941,-0.012162972596439546,0.01549816807077337,-0.05692023566686901,0.04497835218042066,0.02033048849381221
VEGFC,-0.019670776352796623,0.0272284247011756,0.016914613068864732,0.027514988636249394,-0.017380061309246415,-0.005896910325142351,0.030057739281492166,-0.026807327322189295,-0.04270980048200076,0.029972361456749246,-0.01967004320058912,0.06370527215286552,-0.018507008946282686,-0.03330212240459257,0.08362862407841323,-0.017956297749047386,0.008403919279400856,0.015680365358800723,
WNT6,,0.025402718078254456,-0.020734105371554016,0.03852180590024284,-0.013487795291052896,0.028686172838411343,-0.003922405502788402,-0.005388901551953819,0.03953744257969726,,-0.01716702042875045,,-0.008118166029472896,-0.024433232872032903,,-0.004373902818650071,0.08612312696184092,-0.017465313636447804,
NRG4,,-0.012671673793244251,,0.14683816062686844,-0.011868210914934212,-0.027898743576588246,-0.02581476093558512,-0.015417897130924096,-0.03047157813818922,-0.07069095213342969,-0.02294739969169178,,,,-0.04378319881427644,0.022840728322093617,0.031111784599754302,0.048214251239631224,
