,UKF259,UKF266,UKF275,UKF296,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
CEACAM1,0.0032383323654822087,,-0.022185234487596933,,,,0.11482839034761642,-0.029689471894934507,0.01676556657654714,-0.032963750804577516,0.017149321467092922,0.02356461934388198,
PDAP1,0.04124375143673686,0.031025579836233476,0.047859399029276856,0.021382549234014853,0.02736375654060382,0.10812679536574538,-0.04412420188899474,-0.06757800110230501,0.04068995613824864,-0.045937970829491276,0.03159142210791837,0.005616647295753843,-0.027568128366201514
QDPR,-0.02679383374511941,0.019644291978232576,0.020816486567217157,-0.014764929476925027,-0.035947183416140074,-0.032251506556592674,0.06808990489478023,0.02259568021080387,-0.002549364984474064,0.011308598849477141,-0.045906524907877534,0.0669296710423352,0.024631523539636598
POMC,-0.03104146792227507,-0.017269831867151152,0.00022897504254029303,-0.009245170345588818,-0.039715136240242005,0.12391353531039549,-0.02760929452638061,0.007614314986737236,0.009152987491932541,0.02703852576147838,-0.03454020970027089,0.008404726081313676,0.11024884037709229
CCL18,,,,,,,-0.03949982476487228,,-0.0028352370329826223,,-0.019864831379555005,,
CCL17,-0.0042975492811332455,,0.029600238816428072,-0.013920452754043267,0.061704018091882244,,,,-0.0063730120141600385,-0.0293288429532677,,-0.020518744743203553,
VEGFD,0.005612051136715808,,-0.018743656328447947,-0.010210820441049644,-0.018148506203360025,,0.015686696760920816,0.030889372121706525,0.08307313739602439,-0.03093287698829861,,,
TNFSF13,0.008548706250393898,0.011905399477589144,,,,,,,-0.033416563305549936,0.14390785922347776,-0.029645419410526088,0.028338018368177533,-0.0336222103985526
WNT5A,0.03777077507887058,0.04157571862280173,0.06094239818262818,0.03597014879626897,0.04008848394016724,-0.02448419415424642,0.06796833806668284,-0.04481309396536736,0.07684214701466517,0.011070178902436018,-0.0017402086182070242,0.024216953416520654,0.0430992812148455
CXCL8,0.012623322875205553,0.05322926369973726,-0.016304405753535256,-0.009508759975938483,0.06499414153852488,,-0.047520513406552806,0.02281040326390703,-0.0302839070676504,-0.041640563757029014,-0.07803627179246311,-0.04289765389579038,0.004273951414508797
GRN,-0.06771866200065084,-0.011604347442876589,0.029938286135343842,0.00036707078750408527,0.02181864763572463,0.0690129345843836,-0.01220599316162739,-0.07429000066661798,-0.01881768334227084,0.031546207626625015,-0.012364120373641601,-0.01923172789526553,0.06863418074565056
MIA,-0.010419237999085637,0.16727512918833912,0.03184420348047419,0.012682669712662206,0.0561219460715834,0.05027806429719835,0.10629575271523065,-0.055429234327277005,-0.008053352549489445,0.06648656904018897,-0.05106091349388721,-0.007208630395708252,0.01233905377180703
COL4A4,-0.010245232627851318,0.01408710331618825,-0.018367443125705443,0.052921208809510664,0.0035072509874650385,,,-0.03160438687786094,-0.044161437794726977,0.002265417677900994,-0.010610427632871672,0.016878282137071172,0.01731412437331003
TAC1,-0.016392813165928968,0.030986592337618576,-0.01858299912192773,-0.0054141935806306185,-0.04272881065120483,,,,,,-0.012349818340892885,0.035849036648251995,0.010327848738700598
RARRES2,0.022046532378780324,-0.027200745444508886,-0.05716500972277092,0.007252888229213577,0.1000528617533259,0.0004340766636713333,0.07319020102257251,0.022814605089580074,0.02245173658154969,-0.0390299491173851,-0.025906443382486138,0.040142933553318064,-0.012360150495969153
FGF7,0.060847215980061285,0.04927911727561752,0.015851008264814517,0.0033127182505099597,-0.009964853829615287,0.03509615407318733,0.04058396345718792,0.054804886326911724,0.01693074929432558,-0.037317283432916605,0.0173542257166856,0.03462915198825427,-0.028241227347611024
EFNA2,,,,,,,,,-0.010298343545325805,,,,
HBEGF,-0.009634447739914193,0.07234856923807836,0.02323393194739658,-0.003665185182610165,0.005978342128441908,0.11044255305740538,0.003058356043680273,-0.039760967294315205,0.025536649594672833,-0.03488965359155067,-0.01870357753277283,0.013618112883725437,0.0647208271081618
CSF3,-0.02302833249652324,,,,,,,,0.030359946688385358,,-0.02739783718968927,0.056035955615581196,0.010943313551170357
PI3,0.025692463143401727,,,,,,-0.0045059653985487615,,0.04425720028791371,0.016537863401643847,-0.007906198140099456,-0.046936300330513644,-0.053716952904334446
PCSK1N,0.005535226222467278,-0.007715393034961788,0.02953702150369379,0.019012798259588997,-0.05274301331964928,-0.042587641215764756,0.018442734695753395,0.0652865394157546,0.016413518745604247,-0.028639417681828365,0.05867455091151717,0.06109144508922527,0.005106237377975329
NTS,,0.028418533610150988,-0.020982668692636177,0.012769838392988554,,,,,0.023202227635775025,,-0.00789810696631024,-0.03199120503193494,
SFRP1,0.07007328976806718,0.03186115602130884,-0.038960413745468866,-0.01392045289423366,-0.0021214363847573844,0.007555033163064574,0.021856951924283566,0.0014176564665812185,0.057701995671028086,0.023374817836669396,0.04865952060794714,0.03993481716960348,0.06647082134261412
CXCL13,,,,,,,,,0.01483879605185721,,0.007399771246349838,,-0.03206230408128295
MICA,-0.02274043520993302,0.0075987399813191815,0.021922999475474644,-0.012953458445857912,0.02181288433734636,0.035694861845917886,-0.03560732550094923,0.03565957481614775,0.029753553159121256,-0.027720036282644186,0.04189410383784217,0.07735115130828019,0.016402036976121345
TG,-0.018192311760767264,-0.018792281682198236,-0.017724095307446685,0.18531156302538004,0.02932894878790691,-0.038084713842627876,-0.008966773438087383,0.049498208941965806,0.0038945224036122136,,-0.031149478938481526,-0.012145781957636295,0.020319116890061443
ADA,0.012199398683933424,0.07566145043051156,0.06021623177718414,-0.01636126420531024,-0.023167002133173006,0.02544803347786553,0.051726130268637836,0.03638361752238612,0.006800319646890939,0.03402588287553319,-0.05812403192023316,0.04066445370703008,-0.05140601698011361
LAMC3,-0.019678561733633783,0.06895172757719753,0.05984991724302996,0.05363336568608624,-0.0310441680926226,0.07454689352034904,-0.012871830569929441,-0.04606235369750466,0.018618282771913006,0.05123219618248883,0.045614384908486925,-0.021626321759867208,0.03840698129858547
CCL7,0.029907167613830284,,,,,,,,,,,0.04908336473146748,-0.05957015706822911
NGF,-0.010128183584598662,0.06333127879313313,,,,,,-0.0855106183422606,-0.025861503205719824,,0.03213744405827032,0.04715647579338031,-0.033892672742031685
TNFSF15,-0.014646522542447053,0.09555679418967206,,,,-0.01367822638514861,,-0.024911091968386284,,,-0.00655087987333291,0.07379329828806139,-0.043747078166323776
HMGB1,-0.005812226746515817,0.08679171078609088,0.0064224428741689295,-0.0039272732099024914,-0.06837237417829949,0.00854050309347989,-0.11567857931179294,0.06960236792968245,-0.04627579233942212,-0.04554416765976238,0.036766171734750976,-0.041945003278315185,-0.04503590282729185
ITGB3BP,-0.009620529083764477,0.06824698760285579,0.033405048769435654,0.024489674375716062,0.0667044074039415,0.03365616728615676,-0.020737266211916836,0.14977233471845203,0.0050483103581198535,0.0377723390558487,-0.015059076273791428,-0.031122950165678905,-0.0035033474265796947
AANAT,-0.013326838984635925,,0.0013532729392568407,-0.011612658518857526,-0.007353361366533822,,0.02326823766973014,,0.0009677833973017421,-0.03627883780296384,,0.08139715508459432,0.018677778482383275
RELN,0.05122156247154365,0.015183599227321796,0.02214205513865199,0.025896247610352113,0.056946887791520504,,,0.03978386032516145,,-0.03453197228937705,-0.01532783059591632,,-0.03222288615100562
IL15,0.054478721418659386,-0.015493811610138943,-0.04521101337062501,-0.024959408852765718,0.042925119705691635,0.00451841150519578,-0.0177820243034598,-0.02624426971813205,0.02381361371053988,-0.0017288372970125962,-0.007543959194069306,0.07817275669693428,-0.010149017880247076
UTS2,,,,,,0.06241099962244161,0.01556161481696515,,,,,,
BSG,0.05291573723780136,0.05080737907846049,0.07861322020056713,-0.043947519667322056,0.07141309030022228,0.09449777034963351,0.04917444861966916,-0.04396828648072632,0.022399353306642746,0.04781393079215138,-0.07180302954255291,0.014314273044895572,0.02636010515540376
ADAMTS3,0.030088343129021592,0.02158515587444327,0.0019888775881436583,0.030382489029878612,0.06652952823044242,-0.046939781127838476,0.028683744722608866,,-0.0072819542148328835,0.03565057661318759,0.015874357088417532,0.010749530119226084,-0.010394922955923726
CD34,0.02271912459153785,0.14476066404793028,0.027146884378768516,0.03163088981337506,-0.04878829013368587,0.054665125719230385,0.022403053851594686,-0.06520852051697879,0.0132349788853529,-0.017621189202884753,-0.035534127302923414,0.04643425526333708,0.036062635126606436
CCL23,,,,,,-0.03312490742990608,,,,,,,
PLAT,0.0767803239651765,0.026545894888300288,0.08480503414343293,-0.002826775574512062,-0.0062192829384898575,0.11037841481872492,0.026803244955451073,-0.03578612841391858,0.03901992338001003,0.011375967278098054,0.1482342343419863,0.007899215487799486,0.00832096279240882
NTF3,,,,-0.018745601101646154,,,,,0.08289530360307813,,0.008848014119780041,,
LTA,0.13698140281021945,,-0.01535128648124014,,0.045828801408957245,,,,,,,-0.006513552497991203,
CKLF,0.0033252177659300634,0.067861310377931,0.045681535118465275,0.0398234916356771,0.04589273848185988,0.048169123012402545,-0.024725591149344094,-0.09985432611535427,-0.035969769278447986,-0.050643025716949994,0.03004223385309527,-0.014548955861315802,-0.004273864072797348
CD24,0.01986704446021487,0.007181780699881499,-0.09058849679199392,0.022112949408713146,0.018956360438317412,0.00927552115583529,0.029971633715272675,0.04602285643264221,-0.012106960942754786,-0.030235891826118563,0.10405110127387064,0.01873391735483596,0.02586286721342115
HSP90AA1,-0.03949210896012182,-0.030485510914697422,-0.0351505262748404,0.0035672634367829026,-0.02185945224342325,0.034335555998114387,-0.22308340184129344,-0.03480606348462637,-0.009865870675869956,0.04620776166880226,-0.03466737987087366,-0.04427648238805335,-0.04687938642341098
BMP4,-0.0072299754862821435,0.08367054984830186,0.005206866776140889,0.0037261893212163057,-0.01795144368436071,0.15597225872811113,-0.042538171224978216,-0.01613443122046643,-0.012105832773936065,0.017617471325418153,0.013268109871002508,0.09799321812277954,0.02513689721453431
SCGB3A1,,0.10920413478636405,,0.10605409907727596,-0.014700424507198832,-0.04087879689810991,-0.0352670584046243,0.05054682031990563,-0.04113390793588499,,0.03113365116388573,-0.038190634899787725,-0.03690237875574782
IGFBP4,0.024348050970857318,0.03210304765334355,0.03044988348299823,0.018820066955593396,0.009912320229715785,0.11233112317747594,-0.005239403393394535,-0.012496818688979157,0.022467587561689817,-0.014785972330105345,-0.01820125613541673,0.014351670416254583,0.01920028029751389
RSPO4,-0.025803921151769955,,-0.017854480740215384,-0.009795389607665647,0.006527376273803489,,,-0.039598574149878704,,,-0.00997891450877509,0.018969804290577916,0.0018788921974955115
LEFTY2,0.018179667116368793,0.11710501861891624,0.06760577959462542,0.09432909515953557,-0.00038869090143333316,-0.008287213581935016,0.03816591216184521,,0.024923658317633407,-0.006927351281481828,-0.0447013784458591,0.05164176471859857,0.057644986104315496
PF4,-0.011475744133928486,,,,,,,,-0.024026819033501078,,,0.030856529448672423,0.06401978088375403
ANGPTL2,0.03481682849428405,0.05991683035729697,0.032194830561053926,0.03862689770072453,0.07071611035096335,0.1814833261291015,0.11327428755566733,0.0960758867087889,0.017216394555600926,0.003281500320899197,0.0803206910943755,0.027903608460223835,0.04616163385885352
LRIG2,-0.008087481685628353,0.06449914315724217,0.05737990600170045,-0.03903956049065803,0.025353539926306047,0.009491147179833029,0.02091120204981903,0.08300558639772322,-0.006905308056209225,0.01711489046211207,-0.007477591794675244,0.01397111444241616,0.02293498897032548
ICOSLG,-0.009126676609501474,0.06206997857602247,0.05687792746214785,-0.018589820265663023,0.01658612366177073,0.03566806926320481,0.027906564207112235,0.04247508434184312,0.03781470925772088,0.012888552845678051,0.03284341563777583,0.012707276318155908,0.007649944640932337
WIF1,,-0.010068084053073993,-0.013777879891660896,-0.01843289515261259,-0.04206670942546688,,,,,,-0.030556088117675857,,0.027042737959553857
NPPC,-0.0013684805550857313,-0.037944262028336055,0.03521901508920687,-0.013613194414779163,0.08251903561644566,-0.029266992578455667,-0.04086712125462102,0.027415498711859377,-0.035467035229024675,0.025162563809851924,-0.021154026011429322,,-0.00548218911144601
LYZ,-0.010398305537588675,0.04689988548195293,0.006240827881651973,-0.05569381105826875,0.03918124359843363,0.029553889017469984,0.03270432589383976,-0.02787667715266757,0.03710841984788512,0.026812537602842832,-0.06014737742127616,0.03722672970067713,-0.04445382048013251
EREG,,,,,,,,,-0.03981867491727939,,-0.03124807084615746,-0.03181695071154819,0.008384187104694399
SPTAN1,0.08277678792475042,0.011472587005820099,-0.05319615888695518,0.05491047643904739,-0.042980058086879186,0.007197319832337786,0.15678387797827056,-0.03179954466721748,0.012463131516569642,0.08572349580099907,0.05743951261783868,-0.0166267133319492,-0.0031487426115606116
PTH2,,,,,,,,,,,-0.007813894526535631,,
LIPC,0.006813774882069224,-0.024026928986750764,-0.0333807700031142,,0.007337689299524334,0.13546816830400077,0.025049705344464226,0.008537300410404198,,-0.0042112131912306556,,0.05358011539523157,-0.037178059117876014
COL8A1,0.031353452870636025,-0.003813209352422287,0.08194501044926404,0.00870588271480486,0.07550943420045195,0.06778259647168253,-0.0415778165081188,0.0020184108558763095,-0.02304309055980173,-0.006610765258999434,0.029700068557051693,0.07383611401006838,0.010881920529334548
GSTM2,0.028260902334478966,-0.01310210399856496,0.10143876361782536,-0.008497694920216264,0.03335533211231761,0.051825630248118044,-0.06041500724691405,0.052390964198242594,0.10234195752292408,-0.027947901651343667,0.00180219876681554,0.038354290577228035,-0.04804107374580696
IL4,,,,,,,0.06377784165478838,,,,,,
SPX,-0.03379272200826024,-0.021865899675240625,-0.009286109114966115,0.054123291295450675,-0.03435992693566588,-0.03879901287192827,,,-0.015222601557813775,-0.017531613940647086,-0.0648680173947514,-0.028756811167926336,0.05697217768047814
MFGE8,-0.008319046324191788,0.0543810336984625,0.08670625895873309,-0.035374339329308196,0.021498055106663038,0.054456191082695594,0.12462135308604744,0.017706715260614233,-0.0009509274639586836,0.02140443305886418,-0.015339944342435935,-0.0017527608778020733,0.027457833106360036
TGFA,0.017681372167360047,0.030195509461600878,0.05491819114384903,0.004561761377130537,0.03556006407076947,0.02495751390067639,-0.005962343268636236,0.08111389264738275,0.05416124788847762,-0.0313241092760121,-0.033800893819327014,0.09448468156430434,-0.04781195519783069
SLIT2,0.01042781360762718,0.012498359135050112,0.005658609653018756,0.02677184369933024,-0.01761122209995348,0.11217382540444192,-0.07399846707737567,-0.03297596027148656,0.015023058632316774,0.07903361128451676,0.03954948144515875,0.0043082667387097555,-0.013877132363926008
PLTP,-0.021992436771873507,0.011364262962248925,0.03571889310181975,0.006654649328882985,0.03674569589300349,0.0491849790080495,-0.05099263919564495,-0.09503820375983912,0.025663264373108882,0.03658428047870568,-0.005003004826609428,-0.016047438404039525,0.010031905209363324
APOD,0.02177584916525004,-0.017461903430235015,-0.026643553480092647,-0.01000169429869465,-0.04085925397646551,-0.05749381121065204,-0.016210263995218962,-0.052300771304454215,0.0006539818432391919,-0.0508717229766595,0.058149310890245554,-0.0806366961063367,-0.023160345213316728
B2M,-0.04451962003968062,0.0064584234189683405,-0.09414393583367082,-0.01618450882152699,0.08524607793573437,0.08704010992811238,0.053246738193302126,0.003957135919456553,0.06642627443747505,0.008264835576578183,0.01450052722107336,-0.021111620050340223,0.006411738181487794
OMG,-0.0021488802915762286,-0.07123382855490278,-0.03262654796177361,-0.05901306855363939,-0.056088367764778026,-0.05918880718683548,0.07250566469684043,-0.062079690621857316,0.08402834271766205,0.006661096655706779,0.019690996399119264,0.02432668306276479,-0.04925181653061659
CXCL3,0.010324881667538267,,0.1532010027978317,-0.01047899636319049,0.07523424030982385,-0.03016257082448638,-0.1045272861118737,,0.024598822797786978,-0.02554757505187385,-0.024663896965885553,-0.06600004523621336,-0.052203349471837586
CXCL10,-0.02789847156130054,-0.021178285208414735,-0.013485689911485304,0.019348162911123484,-0.024110478247950488,-0.014668136798787574,-0.09770562578937524,0.02644422947746911,0.031774337857627316,-0.034418033023805625,-0.04491418191453086,0.08046082497260712,0.03971135016697988
RSPO3,-0.01332683799993341,0.052292226518034765,-0.005037098984768779,-0.025446184487181847,-0.015854667330909032,,,,0.05790689658269683,,-0.007398431739033349,-0.022973068496034307,-0.07270897981923703
CORT,-0.029886457517952228,-0.035646543986516635,-4.63412296569918e-05,-0.006149626596422989,-0.017249610793747854,,,,-0.025142844928957152,,-0.009478245889093398,,
NCAN,0.013149911792811499,0.03805016888293593,0.08626863510972736,0.01857895404961673,0.0023238330832675643,0.03983133004211482,0.05919517516021719,0.01013457061307485,0.008022528382549885,0.05124821207790731,0.043090332049902855,-0.05156539926985891,0.011719847418970142
PRG4,-0.013153014386346812,,0.026055448009506377,,0.053026693776313326,,,,-0.03709980628507844,,-0.020133689010509558,-0.033556510197921864,-0.03318293013844907
ZG16B,0.021993430632552744,,-0.012197990675830711,,,,,,,,,3.1751292386132336e-05,-0.02033851545032907
TGM2,0.017289180413123578,0.04774156625363128,-0.012985057954106344,-0.002086162089010683,-0.003515642944464522,0.060033558173966974,-0.0438090461415116,0.004916305616675683,0.031841498188195226,0.03943352012951184,0.01376953438408565,-0.022528847784446856,-0.04300044449548891
VEGFC,-0.023442193484127516,0.04865715245155382,-0.03284617943376515,0.058495317437245856,-0.018917468757580137,0.08021900193883746,-0.03326381896358452,0.05023785903015753,0.025992264884059424,-0.033697672470177666,0.046642798351985794,0.07489275414035494,0.02488876525656902
WNT6,-0.018192312516121696,-0.0158918767298932,-0.016981645480151446,,-0.01651021145758846,,0.013337417431020727,,-0.037400089651669646,,-0.026171380954289634,-0.010233951806573155,0.07836004911671028
NRG4,-0.01600782020431118,0.03670015236745164,0.02307793549953246,0.056357493597007986,-0.02206943382423693,,,-0.03160435201542731,,-0.027058744264618916,-0.04340602772195948,0.050274185223132956,-0.0316045224574027
PMCH,0.0839204010455637,,0.04496690564681763,,,,,,0.012362446597490013,,-0.010323135868184301,-0.04108204293218907,-0.027729618041345817
COL9A1,-0.01671899986101491,0.07930705457289661,0.003557594537933484,0.03581490261652606,-0.02514759517651644,0.10896761567401614,0.0012116332096645782,-0.023073841808552528,-0.02890224766063901,-0.019416336781811826,0.05809623078799509,-0.04461731670583848,0.0027815848072360724
GDF11,-0.034237217151474444,0.050673605136195544,0.02863038513784451,0.0069850015795325715,0.04529481743367372,0.026755878610692726,0.029428710373218998,-0.05296810574766188,0.012442733244556019,0.0642692714831572,-0.05297757315135281,0.04353982270788132,-0.03445737663297964
RAET1E,,,,,,,,,,,,-0.025201295736558642,
IL24,,,,,,,,,0.1023162496399802,,,,-0.035332804728948196
SORBS1,0.022401737610656728,-0.06783663486921633,-0.00846193894398535,0.016357154820575048,0.015535940596014375,-0.017034077452868335,0.013794032298968254,-0.09832702787922501,0.030648862244190486,0.04551556470789955,-0.012414738425038483,-0.012439912284070537,0.03654242481009389
DLL1,0.035564087884215737,0.0385751320362944,-0.029055670542152832,0.005724402885008863,-0.0064129573984186205,0.05444623713585103,0.037517330343168204,0.02768626438483569,0.01703622725765094,-0.022782578835631624,-0.00664246804825353,0.06107918289759494,0.09207490278762485
TLN1,0.016681723339612545,0.0509396140319422,0.04159296204322867,0.05963320936220321,0.07055485802073842,0.05160550004885222,0.0157242873157218,-0.08316978456435832,0.04251811647782431,0.042429008676616385,-0.006377927343403993,-0.011611923988484438,-0.023978387325073857
COL2A1,,0.003778942843111719,,,-0.015402908338638853,,,,0.06903648878152496,,-0.014576620575953835,-0.033433579344482794,-0.028473978377679385
SHH,-0.013668141489101742,0.039363648684701685,0.10782265916307877,-0.011246855848155286,-0.014700423222290216,-0.005222951300399774,-0.02165330971532448,,-0.028026206815162127,-0.0018462602990957585,0.025198673914499276,-0.03638023291925686,0.025720136513243112
PON2,0.02650142503454346,0.020360705590313544,0.060111036205773634,-0.008913122186457524,0.035961841827033894,-0.0043097880581326265,0.12239990870694795,-0.009800829891103589,-0.008828068409242077,0.01868320145141333,-0.0016895092205434878,0.01884132821849704,0.07448382108696026
ICAM5,0.03544209504920513,-0.04121481957601302,0.011502176711917769,0.012126172886762989,-0.028709132480763386,,,,-0.007493729953424479,,-0.02413626587721088,-0.04953866638794133,-0.010711787980951645
HPX,0.014697768379965595,0.16838394024456327,-0.02393780069583454,-0.009795390041846647,0.00039023159104311375,0.020503355869247963,0.054025466819982056,0.07271034142117712,-0.020275369914200998,0.06602764259420846,0.02224897554092151,0.04581452796180395,0.10523494576924607
SFRP2,0.05788520354275418,0.020589073574710157,0.007980940026345104,0.01789862784743294,-0.028838468325098295,0.032800391810048415,0.10105765947671518,,0.053945839418349184,0.01093908888836357,0.022313557302701653,0.005449740728088829,-0.0019224266099304326
CFC1,,0.0560057602898957,-0.015351287408997683,,,,,,,,,,-0.027965029639200004
CD70,-0.02645867518762808,,-0.018772262449762944,,,,,0.1007021575238971,0.056148802170772644,,0.011432645196235653,0.03670178533638961,-0.0465312189572602
HP,0.040048563827471836,,0.03658530247621871,0.005189130112080602,-0.003045203983340209,0.026714878582126088,-0.00799434740609855,0.041447501284830296,0.09224938773576534,0.0552251483389734,0.03691370142196452,0.026977291146183795,-0.02360496033806019
CXCL2,-0.03311793438397966,0.1253926990271241,0.04363882441324905,-0.013613193349368533,-0.02909567072265252,-0.054135483933235334,-0.021557556034610122,-0.031135362742723563,0.03918101094918034,-0.0530648218388148,-0.009597683492085425,-0.004928951948655602,-0.011167928376584937
NPPB,-0.015113572818120058,,-0.013442211572035474,,0.051638124962324006,,,,-0.009518471528384706,,0.0023429465257398022,-0.023303622085304617,
CCK,0.02712398892764716,-0.015977767704105767,-0.0506330104475534,0.011641238648699224,-0.08713419801742793,-0.031034674788697026,,,0.008438602352416927,-0.06929108888995178,0.027348199389170515,-0.03023108878342884,-0.03228098806110663
SEMA6A,0.0012903777124947623,0.013564201839070186,0.039180808885479784,-0.04766583218861144,0.03428335200956607,-0.05333403053298582,0.050789562946902025,-0.07561236415011996,0.009262140900095646,-0.031148768340947135,0.007425501832797,0.01740189017944683,0.049242740632772404
IRAK4,-0.004016824541347871,0.03706597004296091,-0.0008990434377444916,-0.04085247607101482,0.062381589446918316,0.10166563463717765,-0.019846354626138617,-0.07755065088006183,-0.01680483558891438,0.005932019930662484,0.06283375697658428,-0.01958143002129268,0.0478128494535587
GSTP1,0.09664444657561981,0.016005668694604583,-0.08137566976855531,-0.012576735901647826,-0.015904434264409267,-0.0662955298864108,-0.04036223017872777,0.023082179448713554,-0.014826482232477515,-0.028021251820315795,0.015041791644714505,0.05022553739802094,0.018553834782958103
VCAM1,0.0642062258135974,0.04323005884633485,-0.005617369041630726,0.00789367111183758,0.04174410710350255,0.007111083020827597,0.024790195781857642,-0.0618379976617462,0.005072209739145056,0.02930420940132363,-0.0012825134126216403,0.05202168109986331,-0.027460512720766418
NXPH3,0.012672905897962636,0.10035120678905858,0.000677176394440071,-0.02053587771456087,-0.025893290360339563,0.08725467725662515,0.011763864400761203,0.10897232188833914,0.04489277074602774,-0.045519209408771875,0.052403585475551434,0.03296095445126424,0.10127889287595976
MTMR4,-0.021084389817814526,0.07666652752005204,-0.0023742066918308745,-0.00898867433701463,0.016576133715184536,0.07329407377286441,-0.03033891874242112,0.07301000886390166,-0.011308805099883096,0.0618766550972839,-0.03481417358470039,0.055435249653962064,0.0559411043050151
LAMC2,-0.030550695891091342,0.011800020873076165,-0.016922244699810886,,,,,-0.031604370962387794,0.038728125548316866,0.04929622006468392,-0.024258050474104335,-0.034154083316687324,-0.030433979611954362
IL10,-0.03432268203667744,,-0.035251825644292925,,-0.0169338252786021,-0.01584809037416951,0.0029445726487302864,0.0016443990882530016,0.043816699160077605,-0.025235397798118692,-0.011672674194457408,-0.010957043048704903,0.003965587866046298
SEMA4D,-0.02166883226313002,0.03733899152539316,0.05965461224569498,0.0685972860869675,-0.034776874926643164,0.01651156374903056,0.01967261279501401,0.06564694855009665,0.08091486263658229,0.05413970352539612,0.08022828770715595,-0.0006519725386218625,-0.010660599917611426
TRH,-0.002822843648036036,-0.02978785576441401,-0.005288959528167579,,0.01964535467665597,-0.026195951825590032,0.0028095273931393683,,0.026020423488679445,0.010244234266983622,0.05032123932611295,-0.026101619510789417,-0.004421972845535824
SEMA6D,-0.007302306067350231,0.06633561832679868,0.09592382966702104,-0.001422938872636124,-0.024690042333691268,0.06613135172988534,0.11116947132187431,-0.030898117056495762,0.03605547597360904,0.023716115677659244,0.04286745587240746,0.035239289848487385,0.03685029929635783
CEL,,,,,,,-0.041163702486366145,-0.05593990634331232,-0.017278924751984982,-0.03167919651905966,-0.003950738951806088,-0.023422793988838734,0.07940419170201334
PDCD1LG2,0.02114787729923058,0.00864381025017347,-0.0356787038131096,-0.016510656408915393,0.02987407174169526,-0.07274805194893046,-0.0027914235828257416,-0.028556575956315118,-0.007910622914172046,0.06571632017139761,0.05553312334646406,0.055082096513696534,-0.028702764456235746
SPINT1,0.011416003785403507,-0.019778130591965228,-0.019855168565045253,-0.016007822365530198,-0.01137326520771048,-0.004114053748134455,-0.0018820239028692375,0.08535405438765023,-0.009346691607850663,-0.0004262673559784157,-0.008056059879631918,0.022359282078143704,0.032638925699840546
CTHRC1,-0.0013444043486237742,0.07541693118393092,0.047320559069766684,-0.0029437566249604133,0.004305373204008983,0.08540640482042186,0.034778072071586244,-0.02033633999039162,-0.019272388338146353,0.005466924219580009,-0.020822561550228044,-0.0012329586920248347,0.06475817015371747
PODXL,0.07938494469231992,0.047024703290900326,0.1110549553072122,0.007691504013838271,-0.054734498903334663,0.15290295700965995,0.12418949790802972,-0.03657426180555237,0.00614369844306002,0.016181030104364072,0.013402266605512846,0.004498216434184958,0.06472616556732352
JAM3,0.038619567273925653,0.0271233337705906,0.0010009713755671514,0.03038426188901326,0.038855381357387656,-0.05974888214716487,0.09574843781697429,0.06398403310013584,0.0550528824371908,0.035711304030759394,-0.04044991709169461,0.024789677729301775,0.053670205277371916
