,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8812bulk,ZH881T1,ZH916bulk,ZH916inf
CEACAM1,0.03182726430532981,,0.02631729610052951,-0.023681731144785195,0.04140682228754071,-0.0015029930782633606,,-0.08603093423196806,0.07834414781476852,,,,,,0.04700629382821996,-0.010864810420463418,0.13042498993322865,-0.005662632470235878,-0.014464089308812206,,
PDAP1,-0.011116725314312991,-0.078837207116933,0.025546940124921976,-0.047859610700655225,-0.040057840462871495,-0.0651135280611352,-0.056391994782993136,-0.26106695276933994,0.00750776965916988,0.008796747569453072,0.026287382629224813,0.08166303753184784,-0.12412262501535255,0.08514367857516132,0.012436623063914964,0.02272967464887818,0.04730221526538774,0.05294130660148329,-0.08850091835106108,-0.09026280828478847,-0.05170841980599325
QDPR,0.053276209414339235,0.19812348897995927,0.013237223884904909,-0.04528542325642398,0.04603790156023631,0.11349208590023055,0.011761050131497187,0.14858788021979907,0.09480634239009834,0.04949442948392907,-0.29106874938698646,0.0006433638900740266,0.05109881084421817,0.07062248291753088,0.0120247235881295,0.07589839948766595,-0.20747934431749096,0.07615623770009598,0.020546008788436942,0.18010811859722378,-0.01802121943591567
POMC,0.013049023420247658,0.09382823754528458,-0.015328628427262578,-0.02573080722386463,0.02840756942417546,0.06533763901630404,0.051471412961982634,0.0034931215634529185,-0.004388492506259291,-0.014455620590889381,-0.03071242759328926,0.09483524682063645,0.09379860524657532,0.040197777664754526,-0.03673391867932828,-0.012688489420236848,0.07436558250266981,-0.018991632292507533,-0.023661350024990226,-0.04048212826541647,0.010370881111845476
CCL18,,0.0799197331679279,0.017945719440398866,,,,,,,,-0.08891999765483993,0.029234355565282952,,,0.016640521972974994,,-0.03265825853245863,,0.02426927871361947,,
CCL17,,,,,-0.030914875824909333,,,,-0.010186733470767501,-0.025675248839293965,,,-0.03143856682666643,,,,,-0.02505727898261862,,,
VEGFD,,0.09933321124738995,-0.011811517192709597,0.053869353793199265,0.008338290662069307,-0.003664883538350878,,-0.08071360737367504,0.018944533800612333,-0.028561806771050812,0.017349434127347046,-0.01549219767834971,-0.022736196945701483,,-0.05378917009394153,-0.03661382082146756,,0.048838877908869725,,,
TNFSF13,,,0.039042521510972525,,-0.02132438944867092,,0.01924941524334958,,,,,,,,,,,0.02515483879703318,-0.016242202873860526,0.014419877090666281,
WNT5A,-0.013605905055756526,-0.09299645097254212,-0.0016441746475429004,-0.01116844655728041,0.002205258438230432,-0.09761440574755754,-0.12735028297332096,-0.28854664862067625,0.07877733720047098,-0.02781901038468475,0.056569799577071485,0.027396470844214243,-0.07236327511362674,0.06964600664838297,0.018072908255660172,0.11877570868124038,0.07807585240329665,0.03551091146650551,-0.08398565981189249,-0.08759066602674935,0.13556780488325038
CXCL8,,-0.10289151494250955,-0.0396654052584963,-0.031760048851609504,-0.007984543013939525,-0.13480097212026781,-0.047130943848275694,-0.1137807121898749,-0.09536182939230672,-0.034690453672280484,-0.05930469707746582,-0.019508525810970238,-0.03685370974026588,,-0.13326175581312313,0.10976966936866801,-0.08769789962004682,-0.06665128506306425,-0.025035043910374474,-0.20521106353130528,0.04717965894509424
GRN,0.018630663525250026,-0.0647604197422341,-0.03467064243692973,-0.02675284046332574,0.04539663783179217,-0.0443822011309027,-0.15587895970924942,-0.35190139313133756,-0.029497317269215388,-0.0025064910826098625,-0.22081312704055978,0.04657602571437566,0.0529204740189053,0.0801892782353166,0.05579694628508226,-0.03332460866795845,0.11788744879300644,-0.12475489661432004,-0.02964177609044247,0.07106157679723804,-0.04834424935669872
MIA,0.0626642726417175,-0.02504162589442036,-0.004753393894408131,-0.030165478795046073,-0.02345060393506742,-0.005694938218043181,-0.040842156654949974,-0.10539707198661288,-0.031217669426732573,0.004730199107051831,,-0.02101020327038118,-0.04614504683737926,0.023150962956505927,0.0362244848965666,0.022497429045981156,0.04541191534893965,0.04091280305744513,-0.11442489423508126,-0.04557978413951785,
COL4A4,-0.007459190529132141,-0.01914716139101893,-0.04203756175696117,-0.015812751633941996,-0.013195619752646482,-0.009567037891374799,-0.011352778131027214,-0.04747733348482974,0.04055751861648796,-0.031653610183959846,,,-0.044762407371891515,,,0.10320206382957708,0.03950669086614237,0.01486565069493774,-0.029150139209229396,-0.10167800289062216,
TAC1,-0.022745666588435416,0.2571697294098558,0.10981317561123365,0.0014491985872564582,0.028363582435447947,0.16543477325642705,0.21942670930715477,0.4031404957126299,0.17135359272709158,0.08029761282549852,0.23922714275848286,,0.2863843135743748,,,,,,0.145778177817609,0.2441299578529474,0.2305971159430688
RARRES2,0.0017755385828493607,0.09108217065805391,-0.04768068638361001,0.0026409906846407536,0.07321293946140352,-0.10303546610667445,-0.11432454531515092,-0.3843647905927348,0.15617875800595615,-0.005857483014141421,-0.0868438633054169,0.027254191614972823,-0.12400173017684354,0.032916004427849414,0.01434553723735618,-0.004342522530719249,0.07334368806265527,0.03806325231745795,-0.03934672004609312,-0.13219994548395697,0.03855254583695229
FGF7,0.016626145305192942,-0.03411557224233571,,-0.004103876941142166,-0.009233841627215468,0.11034281392846018,-0.029841296470821867,-0.06647490314915522,0.017130927033332643,0.044505567050573375,0.07081316087571937,0.056515554405179434,-0.01421559832142537,0.032508037425412264,0.016342555193614217,-0.016128897353749172,0.05678244837323927,-0.04469076416331505,-0.025801365285672027,0.04213822673084656,-0.06533393031276007
HBEGF,0.05907775635769613,-0.004652143204449795,0.01255696433112599,0.0030422163482311864,0.003408780716709906,-0.046181574787606615,-0.10112399199327936,-0.1677992318852657,-0.14536434117461802,-0.03448138071416927,-0.16007295652568143,0.07205114841136635,-0.06707257618079737,0.16540655393460146,0.052658643002476954,-0.0584502777021899,0.061455240355183516,-0.011480183684875392,-0.057447576047704556,-0.10653867723875877,0.08305841276174683
CSF3,,-0.0430681465429921,,,-0.005327096642858771,-0.05821803266242289,,-0.032601908941280094,,,,-0.02327433507577657,,,,,,,-0.020736247799485148,-0.118857198324516,
PI3,,-0.0038628350888686566,-0.014263175880055816,,-0.005253762187056768,-0.09022785807028427,,-0.056559761197604114,,,,,,,0.09782277583617514,,,-0.026888482011643955,-0.09525640184725641,-0.06659507040237472,
PCSK1N,-0.03950093889600871,0.21153094884699217,0.07359874648763035,0.07882468862829684,0.012204539372745921,0.05478187683005353,0.06793693538628534,0.2106093346179272,-0.08362210659654203,0.0610360252416371,0.35876610076582427,-0.04566836433729055,0.2477046050976263,0.0008148776307226134,-0.019384206136997467,-0.01062060767619683,0.03938408060637736,0.01710798219628629,-0.05835132812247054,0.2633455237170013,0.15720932047717115
NTS,,,,,,-0.0020853921371665933,0.040357378339546744,-0.0617388412950433,-0.0009784741773982127,-0.014129025961277042,-0.05148616280372183,,,,,,,,-0.03278982063312965,,
SFRP1,0.02290637918285277,0.06436352666618646,0.01371571066368162,0.02367463793041359,0.04920967374658982,0.05568399533318184,-0.09890681502109362,-0.05349968551880229,0.0048951469243850056,-0.045197402028538884,-0.05439840711780842,0.00535375594031361,0.018371831227935117,0.03596200477365475,0.05168974551911202,-0.06949962160235568,0.034195726048065485,0.049195768470317654,-0.007062809988154738,0.010264435972174975,-0.05716637770142487
CXCL13,,,,0.07477362958254063,,0.0322944672958657,,,,,,0.02948527931163142,,,,,,,-0.03382513528847396,-0.08957423317047751,
MICA,0.027725835719181937,-0.03337046782884939,-0.011112592519043799,-0.00899839028291402,-0.03372146291819398,0.0024776073372948446,0.043816613560552636,-0.1380935196873181,0.018872343709179118,0.003912248866047717,-0.054116850468497305,0.052221131700239204,-0.0950972508291026,0.04163026063399425,0.07601710865784096,0.06340189621825784,0.13245647856100887,-0.04554539836045054,-0.03967616613486434,-0.005121016234858009,0.06158867629612389
TG,0.0089752298467212,0.009997695483870426,0.06321807017793642,0.019246069739376797,0.021173154434748365,0.008022314998360145,0.06761949031504201,-0.03041408412870752,-0.04340047341738447,0.015366425940767427,,-0.009297053418199221,0.006912009532301671,0.14556994863764902,0.09818736123366245,0.1301732164513977,0.030718623641162686,,0.04739671617759175,0.06442718906285574,
ADA,-0.016204152285615326,0.04222149375188963,-0.005780514045729395,0.016124991368091934,-0.02828706750836989,0.049700261390210124,-0.006671033222704492,-0.27197771451505887,-0.0586168146847641,-0.03820215396743498,-0.11880995037741177,0.04857053338102634,-0.07682731815887482,0.09101082714758298,0.1693308369944651,0.010231743862841208,0.10430144497835275,-0.04391064550100365,-0.015308633465170564,0.04406584149103108,0.13308184513749868
LAMC3,-0.005800910346270625,0.04428948975383944,0.01971387364867123,0.0670000308693942,-0.008537697562110693,0.01923643250911243,-0.009463721791170998,-0.1744317600066076,-0.0657876514571972,-0.032515068166673385,-0.05338927292184274,0.05632760524147084,0.01684573475109615,0.007306996664754527,0.0940963526103333,-0.07112737359425847,0.11824920180494428,-0.06279938167154477,-0.047449606408246296,0.036895454767128306,-0.015119457713065025
CCL7,,,-0.033771009892536265,,-0.021046250183426176,-0.0024964618081722272,,,,,,,,,,,,,,-0.11201663676512329,
NGF,,-0.04013662024289389,-0.02463805812860398,,-0.01050946131735382,0.02726257967724245,0.014272117050724611,,,,-0.03576868793878887,0.09035013895609809,,,,-0.0107170316851574,0.04740617836318673,,-0.035599606002971934,0.014714520132395792,
TNFSF15,,-0.009213338564409847,,,-0.0234360289381556,0.003715509725888365,0.020485116685482894,,,,,0.011009745690738154,,0.055785039753014,,0.014959104332538884,-0.005049240706297412,,-0.012876853886030491,-0.03633522695224193,
HMGB1,0.03451087543550121,0.08355165695770202,0.039791385747808924,0.0040895048028053976,0.016674843820801543,0.052864685564780085,-0.05071264745679665,-0.29152792967568114,0.11367993667652289,-0.012560007998391173,-0.14041465105757253,0.012830116833267515,-0.023002659428840957,0.07714140582623583,-0.13548047721927034,-0.10841916330179882,-0.09967758404700747,0.19449093250284033,-0.1039837743932149,0.06764115865849055,0.030711078114763715
ITGB3BP,0.03518519734042523,-0.1573580862554995,0.05139397124924301,0.0585569100566166,-0.02492070519959407,-0.0046456339658140075,-0.08449540970288613,-0.21306469556587582,-0.035902282743702746,0.016835361922368352,0.02561110366534573,0.012835011949586417,-0.08361619052435024,0.05015560535333777,0.007437343315495203,0.02643478204031193,0.00020016014207001846,0.0073315044584815366,-0.06261828326320927,-0.05335541643151396,0.057669029280990686
AANAT,,0.03204941524292735,0.04538976539426239,,-0.021324391724582416,-0.020653782900438653,,0.0009792317329590618,-0.03903029937740997,-0.04236602810248984,-0.015236922531965423,,-0.008843249740892595,,0.04659783113233787,,-0.051878938142223496,0.013000256841863657,,-0.04512163239627204,
RELN,-0.021838433463320275,0.03436479175138167,-0.051191611890993236,0.11358400552422519,0.03505347590521292,0.06793749552319207,0.08185732300783802,0.1768793116220149,0.07016379052347002,0.021878056791115007,-0.027389648638682422,,0.10903975183502829,,,-0.008164839885698624,,0.051681775874885066,0.10484082585757966,0.06592233178990174,0.08461203581314068
IL15,-0.04593652088332742,-0.03516767915785882,0.027351226770430444,-0.02464061403470523,-0.011921800090069176,0.009119840276006244,0.07311615016175618,-0.11376373797815785,0.040341957449190786,-0.027315465790535745,-0.08878588465943968,-0.0006473882471709383,0.08589243604126957,0.0015346943563030301,0.13371496052513226,0.06934643626467403,0.05373348643304416,-0.04030874706759947,-0.007867280482945705,0.019700936633760036,
UTS2,,,,,,,,-0.1338227153086733,,,,,,0.035670396726352374,0.030852479528037848,,,,,,
BSG,-0.07303777901911186,-0.13826576662340412,0.07226603882771422,0.020705214008346125,-0.03181778209240279,-0.07214152869864764,-0.03186999433526443,0.18219784320881977,-0.1252502825964806,0.002315072933166276,0.25166545184097355,0.013976415462605715,-0.1630077820119545,0.12547306835499705,0.048475309819964035,-0.02434555463116267,0.12040412029888355,-0.08192816871967377,-0.06808963300547112,-0.015417996086635823,0.14360025798685294
ADAMTS3,-0.06412117340136425,-0.09045384680365896,0.005838503214952869,0.03263685112429652,0.06746737038498209,0.015817922788357155,-0.0012395023797475882,-0.29337284815464837,-0.03265995231196918,0.07370862205252868,0.01985283331908192,-0.02907921642080055,0.01390681584299774,0.06024954526806562,0.15010426454788914,,-0.06211974693048194,-0.059246678614733005,-0.06801439801265101,0.03576939565027257,
CD34,0.059677754947523046,0.13425017734502964,0.01846581958117479,-0.026116046441451754,-0.06919781948563289,0.05807497295503007,-0.04287197524348508,-0.16574087769216767,0.03745061958482335,0.015278227273788908,0.0764261824121159,0.011171282368776916,0.01857658866462908,0.012887539332405364,0.1588970983843162,-0.043703181721374565,0.07591099009721762,-0.07688747658049637,-0.04415933866692647,-0.01708625060139091,0.03165755215923117
CCL23,,,,,,,,-0.051554351854773105,,,,,,0.04393288602077235,,,,,,,
PLAT,-0.028890482246432054,-0.05379487296063577,-0.01890786350074711,0.015439718166033347,-0.021245145994548076,0.015149188001380647,-0.12064749455734773,-0.3049330894723341,-0.1765729664586509,0.011650653943309983,0.026718269259323503,-0.013605162150176802,-0.08990767618528567,-0.039794961902596314,0.14351449945750955,-0.015924079311184135,0.050951138404567095,-0.04709771727786048,-0.10462419736325997,-0.01346994340471523,-0.04479184721707428
NTF3,,,,,,,,,,-0.042703394423920064,,0.04055598120600203,,,,,,,-0.06463282656059649,,
LTA,,,,0.03019263035004657,0.029275951635697905,,,,-0.005775108314397255,,,,-0.021426455257704455,,,,,,,,
CKLF,0.04365353166284409,0.00667927206809359,0.0446080332943646,0.008736151974224046,0.015170118374334168,0.01709062698459751,-0.11323461477038277,-0.355192678116363,-0.04165633226072787,0.0077848391131655125,-0.15056689281467175,0.010213477645454884,-0.14656415560446925,-0.0068606910949469075,0.03263554983455531,-0.013878139238712913,0.041021383016928425,-0.04448882405345146,-0.05805286460293487,-0.00024010292076903395,0.04554324524028858
APELA,,,,,,,,,,,,0.03361086394108446,,,,,,,,,
CD24,0.00877357499127746,-0.10919436317525671,-0.02964057033051664,-0.021369721905557575,0.002884687655887765,-0.04446106579843486,-0.11145452119863831,-0.043412068127074134,0.02890979975515909,-0.05138925481221113,0.01926410053268046,0.025271608252722934,0.07516014001501281,0.08789909342002282,0.044531384078002806,0.05078648327656869,0.06071164816522316,0.051515701265057674,-0.02746438226629753,0.11938580695377037,0.1476550058058857
HSP90AA1,0.026986099691560392,-0.03187994265478894,0.013602291339858786,-0.006846765088801853,-0.015260030716669561,0.15913297324474557,0.16847786750865373,0.3935309013615424,-0.03149059346208252,-0.03150397082032507,0.32325837001285135,0.008612460940057102,0.2553158391195295,0.058035252541774336,-0.1960491506082323,0.0035795165223763115,-0.0980189920433349,0.03419873940132355,0.03496548698044485,0.1666506143827266,0.16119743722857016
BMP4,-0.027110011691179253,0.10969296567883477,-0.031130024173104745,-0.02510402581280928,-0.04312440532496414,-0.023709309030000583,-0.083735877400291,-0.0015565149424480896,0.0777998092775625,0.036822562971570785,0.10394411567193816,-0.01815790015522734,-0.02261093128262228,0.019267365068485302,0.28149949231422544,0.06375090320204221,0.09996517090706719,-0.046759179906723444,-0.03521266998965471,-0.04196869635962467,
SCGB3A1,,,0.01905034820700996,,,-0.0026195625673128835,-0.05377612485750814,,,-0.035736159073414965,-0.05225543139693883,-0.005072378699977773,0.08640520774346612,0.10927030402068913,0.12231957539691408,-0.03518134221631342,,,-0.026741162306967776,0.052324536348174924,
IGFBP4,0.03626112512033771,0.02481588320445505,-0.0463754379150117,0.0029126820606279,-0.05374387089315422,-0.07495836182451225,-0.08498587085837496,-0.21966148528787582,-0.07643878660461514,0.01871795377656875,-0.06207441906349353,0.029800307286014148,-0.06049182409942784,-0.10260811943313523,0.04516856356269225,-0.04343483236775553,0.0976119867212708,-0.14170977880811123,-0.1411282726898735,0.03795586580935754,0.1747213202622138
RSPO4,,-0.03727510519181204,,-0.012489038179994026,0.06268443215552445,0.01402125702724079,,,-0.023179426351601366,-0.035736153846193296,,,-0.02188129312785676,,,-0.05954485910604186,,,-0.01800903477243121,-0.0631094878641386,
LEFTY2,-0.026081808574041028,-0.039472955314966286,0.023284602700157506,-0.023972581294381998,-0.003364156430113613,-0.008871441868441696,-0.058236170104441064,-0.25873711436996705,-0.03911438883576901,0.011202765356654557,-0.03190455586733313,0.0063959335278219,-0.021071405472644453,0.12168437934569995,0.09808790421391418,,0.1580185350181035,-0.10281482521159785,-0.024491097508341015,0.0768431522254286,
PF4,,,0.006628725244645068,-0.0215417553706587,-0.01836243864918693,,,,,,,,,,,,,,,0.040218598278265315,
ANGPTL2,0.023091386594496437,0.048909767315641145,-0.017377059464714077,0.00823313799955599,-0.01715481444530551,0.03827788958567268,-0.21547258724141577,-0.22074258683758596,0.036037556873867595,-0.025756115813070947,-0.10446999012774232,0.010219912193679983,-0.2227151886483333,0.016597876542051714,0.13612967904548712,-0.04068256191986365,0.024230285239363023,0.036241186867968844,-0.05071545285176387,0.019971549977040166,-0.08463263622986644
LRIG2,-0.01565923187710058,0.009456599070368865,0.08771279018684185,0.025770325740614847,-0.0007027139436035303,0.06526734979928761,-0.04700684512777315,-0.12008366533325808,0.01200452526955396,-0.015949486165201993,-0.043569236141254374,0.019636600076735237,-0.042148927952676954,0.026118030518358377,-0.03108404972652301,0.0713867317873682,0.01797792543421571,0.07554874762456364,-0.008942668934165598,0.0723160478643492,-0.003699012950113365
ICOSLG,0.001874814062449723,-0.01313184504893923,-0.0030221950460160804,-0.022063426247167117,0.04877876781282865,-0.030608478762217187,-0.05603099676603882,-0.19503058639134108,-0.001326827151147412,-0.03595630596087418,-0.0978790436789516,-0.014098943496026924,-0.11116554738293087,0.04333060846341111,-0.015625658375016366,0.1417455308784167,0.023028937839769007,0.017042894395654318,-0.07147215106995056,-0.016736003224495623,0.10049258280898778
WIF1,,0.38955580574001125,-0.0023575677350671747,,,0.07859525647945234,0.19854078700819466,0.40057247039290367,0.025552845213148337,0.013393372197658899,0.24577060425139557,,0.32999303794113255,,,,,,-0.016741142210409465,-0.043086155067909526,0.1509650944427404
NPPC,-0.029248274653083644,-0.010978084278305603,0.03785397601026179,,-0.028484670640247477,0.05274098776320675,0.10734922204337921,0.057032154559251716,0.009034149354720628,0.07742835018254038,0.21814267684029331,,-0.1481109286870211,-0.04685578410191639,-0.11779575740609344,0.02331036570657052,-0.04852839841890759,-0.05557529376909676,0.006375065109012216,0.1661141999136287,0.08602131803283056
LYZ,0.009030781784215762,-0.027863366984286646,-0.013481382147438145,-0.06730975908513852,-0.06770051861749267,-0.019506061585354284,-0.041756691136906665,-0.2375548822458803,0.008011796084265185,0.008496618339159288,-0.23622947860655139,0.03339669717484129,-0.02595121012306999,0.009217881706855927,0.038193492900521965,0.012131266079813949,0.04484006298222188,0.005538923518414501,-0.012822469166197854,0.0076854246186433585,-0.022691833524620963
EREG,,,,,,-0.03271987723141778,,,,,0.014823544908390975,-0.019596544663907117,,,,,,,-0.02243055644265861,0.004853752122773635,
SPTAN1,0.0026474730956345684,0.19661857556691106,0.08999800564315723,0.0014622748364408603,0.04576243771428831,0.14278390827958418,0.11854603798312972,0.2834239024213794,0.04039853590915939,-0.018887123401867857,0.340970110940317,0.014959565479593137,0.17280846310600192,0.04481112476193084,0.15216906680714257,0.05605490871436122,0.08332205077055352,-0.028430433862886528,0.030606561892109262,0.26734043715600947,0.14428865432375762
PTH2,,,,,,,,,,,,,,,,,,,-0.028640364852975785,,
LIPC,-0.033725980697737336,0.045449500029227374,0.08373808326023412,-0.012862145242255119,0.04949762197018243,0.009999560577580866,0.03177452387608367,-0.09681717721364086,-0.04260093943765922,,0.0055068368476760285,0.006982895324326222,-0.0031729653353234953,0.0006878009491326841,0.02015749881662709,-0.03286249691871493,0.0717877070594227,-0.05915068851456399,,-0.011907156115419738,
COL8A1,-0.02469776078224131,-0.1036056416314539,-0.0687038123673295,-0.05005101562410337,0.000632263166162867,-0.05938193104068847,-0.17332200859813737,-0.12014317427038163,-0.03602872860111602,-0.027595012723772874,-0.09909191893523595,-0.04342121684980736,-0.15675908005430134,0.043298883220175624,0.1099645879058194,-0.058478468840315934,0.12926579034109834,-0.08295980282746691,-0.0408418959128111,-0.061762455135374095,
GSTM2,-0.035566019897650014,-0.06419658992193225,0.02741990775486911,0.03956091072809968,0.0048439248154017395,0.05410350214854537,0.05751541120730014,-0.08728741491879327,-0.056126365531272995,0.044223514217405405,-0.08532268360444983,-0.025428767533177448,-0.05750729464370431,-0.04144540177109211,0.12251283912656726,0.008420703607736899,0.10139157123867362,0.0218762659606148,0.017081228735144432,-0.044696322685269234,
IL4,,,,,,,,,,,,,,,-0.013856527418906707,,,,,,
SPX,-0.03929250498327875,0.09807050445870685,0.04515631034466559,0.023604606140234713,-0.030339230608234295,0.1904840346413517,0.05100657403398485,0.16760921835321946,0.061393917232684996,-0.005578932593794192,0.04470274096122279,,0.3164338358251803,0.005745550960108416,,,-0.021642550541739632,0.023618428078707437,0.14923003602214288,0.1029263367459765,-0.08698648009251744
MFGE8,0.007821566428955026,-0.06356493303286137,-0.0612574520040078,-0.03012056901712106,-0.015371284519870505,0.11177693915886731,-0.0610899212655339,-0.021409722728859118,-0.021431936065128877,0.029350590675863018,0.09191571961515585,0.06723438168013807,-0.11592395730857527,0.03673645119140708,0.19467111848720625,0.05548766192185422,0.16053025632011017,-0.06957014280110889,-0.08682545809767349,-0.05253526054976824,0.10800194252759504
TGFA,0.04762734434991379,-0.204439200464644,0.06816154422131332,-0.04585658592579061,-0.016395802396382303,-0.04376227726804479,-0.029719422637458786,-0.2663346773494437,-0.06650769347425944,-0.04819209479854434,-0.09176187312116879,-0.011144409602331136,-0.06894780107404612,0.008565544331500884,-0.01737872972379193,0.037915151836862226,-0.10925237483260922,-0.04342061961153449,-0.030509862268044842,-0.004750968774270493,0.03425819497560651
SLIT2,0.07968500257560622,0.2789868930280321,-0.061115528183012795,0.0006422766271419183,-0.027137198221010933,0.05461126659367047,0.08319284285558863,0.18805776700469598,0.05322538955710993,-0.019333753036664736,0.08684333036557731,0.004498330460574298,0.25853406312569943,0.007021350316205847,0.04957062331328009,-0.021067457989470673,0.10323258024398928,0.0584290437454591,-0.04034722901669254,-0.021925584322474403,0.19149692192844425
PLTP,-0.010914904304038487,-0.048529520645278656,-0.0477929140535967,-0.02193282945688349,-0.0386937752609288,-0.015729296388920504,-0.15768323797173564,-0.36137349977738725,0.06144522346469319,-0.082041130905771,-0.24567268475335638,0.02222045755627726,0.014232415581219323,0.02819197629608337,0.0465658142328285,-0.032861672068649844,0.07045902743126384,-0.14583929935629034,-0.11171511928653392,-0.04512565670822167,-0.01861356301482818
APOD,0.042755793998891616,0.07700682487816085,0.049699223004572225,0.00903534122584826,0.0664978445217765,-0.058961885413748985,-0.11891504679442555,-0.33712303330101184,0.05445036932484888,-0.0865256375366832,-0.23345320694222363,0.05412104104833584,0.09045266783150446,-0.08829288585839122,0.057721216774433017,0.012072373536513479,-0.15264365523075374,0.15226894942881497,0.002648723112956269,0.058398318840998345,-0.125025884432644
B2M,0.03684162470505016,0.14573505789920332,-0.0335273695744422,-0.0894324122778508,-0.015249866870477954,-0.030555133998136575,-0.2238400896974416,-0.45197767260151434,0.03401743077982158,-0.08791139809347553,-0.3328427939617251,0.032860814379151,-0.240651741738731,0.10450113947094414,0.25501435855965277,-0.021452211942515394,0.055682261927307665,-0.07505750958694143,-0.05389149189252835,0.06423836981639028,-0.11349465071274141
OMG,0.048079100285931285,0.21659998141477396,0.10031861606928703,-0.00980648691793312,-0.011382614066879614,0.07360985646266922,0.08557109045631972,-0.02123552151554551,0.11266652112769038,0.004195925226004851,-0.08868269312600648,-0.012410599406723804,0.15253868088080874,-0.024229395976496156,0.1399954679789859,-0.01398778273826329,-0.06698562377262786,0.081238606657604,0.0919078063616287,0.23998027920906892,-0.04274500760151376
CXCL3,-0.021213507015594067,-0.07894647133130668,-0.003945718208097994,0.04846578611476691,-0.026238888158305943,-0.014074983580674405,,-0.03813730079847784,-0.09532980319911134,-0.007286644014770394,-0.0034965204292494714,-0.03322930497209584,-0.028168031068418455,0.014098436008341824,-0.047956181762319486,,,-0.01983205506976299,-0.050518902600446,-0.09637894329882638,
CXCL10,-0.10677779840645547,0.07092544210541891,0.038238226622433466,-0.0013975322718377382,-0.0645841745404724,-0.010488126733411112,0.006954655175936702,-0.28383862817095795,0.025578640618998782,0.020048197682791646,-0.017860260857449885,0.02918546104423362,-0.029660809292605478,0.002469435167187906,0.018011305412346558,-0.02870074319766083,0.0125300107028632,-0.020023924218470858,-0.024607688778734736,0.018565081964039314,
